hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[16],softmax,25,0.01,512,0.6651694569211923
[16],softmax,25,0.001,16,0.6651694569211923
[16],softmax,25,0.001,32,0.6651694569211923
[16],softmax,25,0.001,64,0.6649652919559004
[16],softmax,25,0.001,128,0.6651694569211923
[16],softmax,25,0.001,256,0.6651694569211923
[16],softmax,25,0.001,512,0.6653736218864843
[16],softmax,25,0.0001,16,0.6651694569211923
[16],softmax,25,0.0001,32,0.6651694569211923
[16],softmax,25,0.0001,64,0.6735402204981625
[16],softmax,25,0.0001,128,0.365863617803185
[16],softmax,25,0.0001,256,0.6651694569211923
[16],softmax,25,0.0001,512,0.6651694569211923
[16],softmax,50,10.0,16,0.33483054307880766
[16],softmax,50,10.0,32,0.33483054307880766
[16],softmax,50,10.0,64,0.8158432013066558
[16],softmax,50,10.0,128,0.7792976725193956
[16],softmax,50,10.0,256,0.5492037566353614
[16],softmax,50,10.0,512,0.7211106574111883
[16],softmax,50,1.0,16,0.7264189465087791
[16],softmax,50,1.0,32,0.7942017149857085
[16],softmax,50,1.0,64,0.7850142915475704
[16],softmax,50,1.0,128,0.7860351163740302
[16],softmax,50,1.0,256,0.7754185381788485
[16],softmax,50,1.0,512,0.7750102082482646
[16],softmax,50,0.1,16,0.7786851776235199
[16],softmax,50,0.1,32,0.7727643936300531
[16],softmax,50,0.1,64,0.7705185790118416
[16],softmax,50,0.1,128,0.764189465087791
[16],softmax,50,0.1,256,0.731523070641078
[16],softmax,50,0.1,512,0.6653736218864843
[16],softmax,50,0.01,16,0.754593711719069
[16],softmax,50,0.01,32,0.7117190690077583
[16],softmax,50,0.01,64,0.6694569211923234
[16],softmax,50,0.01,128,0.6651694569211923
[16],softmax,50,0.01,256,0.6651694569211923
[16],softmax,50,0.01,512,0.6651694569211923
[16],softmax,50,0.001,16,0.6651694569211923
[16],softmax,50,0.001,32,0.6651694569211923
[16],softmax,50,0.001,64,0.6651694569211923
[16],softmax,50,0.001,128,0.6651694569211923
[16],softmax,50,0.001,256,0.6651694569211923
[16],softmax,50,0.001,512,0.6596570028583095
[16],softmax,50,0.0001,16,0.6651694569211923
[16],softmax,50,0.0001,32,0.6651694569211923
[16],softmax,50,0.0001,64,0.5737035524703961
[16],softmax,50,0.0001,128,0.3360555328705594
[16],softmax,50,0.0001,256,0.34115965700285833
[16],softmax,50,0.0001,512,0.33483054307880766
[16],softmax,100,10.0,16,0.7029399755002042
[16],softmax,100,10.0,32,0.5751327072274398
[16],softmax,100,10.0,64,0.7839934667211107
[16],softmax,100,10.0,128,0.6972233564720294
[16],softmax,100,10.0,256,0.7654144548795426
[16],softmax,100,10.0,512,0.7145773785218457
[16],softmax,100,1.0,16,0.8158432013066558
[16],softmax,100,1.0,32,0.7839934667211107
[16],softmax,100,1.0,64,0.7911392405063291
[16],softmax,100,1.0,128,0.791751735402205
[16],softmax,100,1.0,256,0.7770518579011841
[16],softmax,100,1.0,512,0.7768476929358922
[16],softmax,100,0.1,16,0.7801143323805635
[16],softmax,100,0.1,32,0.7872601061657819
[16],softmax,100,0.1,64,0.7788893425888117
[16],softmax,100,0.1,128,0.7654144548795426
[16],softmax,100,0.1,256,0.7596978358513679
[16],softmax,100,0.1,512,0.736014699877501
[16],softmax,100,0.01,16,0.7748060432829726
[16],softmax,100,0.01,32,0.7576561861984483
[16],softmax,100,0.01,64,0.6845651286239282
[16],softmax,100,0.01,128,0.6651694569211923
[16],softmax,100,0.01,256,0.6649652919559004
[16],softmax,100,0.01,512,0.6651694569211923
[16],softmax,100,0.001,16,0.6651694569211923
[16],softmax,100,0.001,32,0.6651694569211923
[16],softmax,100,0.001,64,0.6651694569211923
[16],softmax,100,0.001,128,0.6651694569211923
[16],softmax,100,0.001,256,0.6651694569211923
[16],softmax,100,0.001,512,0.6651694569211923
[16],softmax,100,0.0001,16,0.6651694569211923
[16],softmax,100,0.0001,32,0.6651694569211923
[16],softmax,100,0.0001,64,0.6651694569211923
[16],softmax,100,0.0001,128,0.6651694569211923
[16],softmax,100,0.0001,256,0.3350347080440996
[16],softmax,100,0.0001,512,0.6649652919559004
[16],softmax,250,10.0,16,0.6992650061249489
[16],softmax,250,10.0,32,0.7942017149857085
[16],softmax,250,10.0,64,0.7848101265822784
[16],softmax,250,10.0,128,0.8121682319314005
[16],softmax,250,10.0,256,0.7092690894242548
[16],softmax,250,10.0,512,0.7813393221723153
[16],softmax,250,1.0,16,0.7997141690485913
[16],softmax,250,1.0,32,0.8160473662719477
[16],softmax,250,1.0,64,0.8150265414454879
[16],softmax,250,1.0,128,0.8070641077991016
[16],softmax,250,1.0,256,0.78705594120049
[16],softmax,250,1.0,512,0.7909350755410371
[16],softmax,250,0.1,16,0.7988975091874234
[16],softmax,250,0.1,32,0.7911392405063291
[16],softmax,250,0.1,64,0.7866476112699061
[16],softmax,250,0.1,128,0.7795018374846876
[16],softmax,250,0.1,256,0.76827276439363
[16],softmax,250,0.1,512,0.7670477746018783
[16],softmax,250,0.01,16,0.7758268681094325
[16],softmax,250,0.01,32,0.7750102082482646
[16],softmax,250,0.01,64,0.7633728052266231
[16],softmax,250,0.01,128,0.7302980808493262
[16],softmax,250,0.01,256,0.6676194365046958
[16],softmax,250,0.01,512,0.6651694569211923
[16],softmax,250,0.001,16,0.6882400979991833
[16],softmax,250,0.001,32,0.6651694569211923
[16],softmax,250,0.001,64,0.6651694569211923
[16],softmax,250,0.001,128,0.6651694569211923
[16],softmax,250,0.001,256,0.6651694569211923
[16],softmax,250,0.001,512,0.6651694569211923
[16],softmax,250,0.0001,16,0.6651694569211923
[16],softmax,250,0.0001,32,0.6651694569211923
[16],softmax,250,0.0001,64,0.6651694569211923
[16],softmax,250,0.0001,128,0.6651694569211923
[16],softmax,250,0.0001,256,0.6567986933442221
[16],softmax,250,0.0001,512,0.33483054307880766
[16],tanh,1,10.0,16,0.5312372396896693
[16],tanh,1,10.0,32,0.6886484279297672
[16],tanh,1,10.0,64,0.5806451612903226
[16],tanh,1,10.0,128,0.45304205798285013
[16],tanh,1,10.0,256,0.5906492445896284
[16],tanh,1,10.0,512,0.6674152715394038
[16],tanh,1,1.0,16,0.7421396488362597
[16],tanh,1,1.0,32,0.6647611269906084
[16],tanh,1,1.0,64,0.7380563495304205
[16],tanh,1,1.0,128,0.7560228664761127
[16],tanh,1,1.0,256,0.7245814618211515
[16],tanh,1,1.0,512,0.7423438138015517
[16],tanh,1,0.1,16,0.7554103715802368
[16],tanh,1,0.1,32,0.7468354430379747
[16],tanh,1,0.1,64,0.7484687627603104
[16],tanh,1,0.1,128,0.7305022458146182
[16],tanh,1,0.1,256,0.6837484687627603
[16],tanh,1,0.1,512,0.7078399346672111
[16],tanh,1,0.01,16,0.7041649652919559
[16],tanh,1,0.01,32,0.7207023274806044
[16],tanh,1,0.01,64,0.6357697019191507
[16],tanh,1,0.01,128,0.6222948142098815
[16],tanh,1,0.01,256,0.6294405879951
[16],tanh,1,0.01,512,0.4042466312780727
[16],tanh,1,0.001,16,0.6655777868517763
[16],tanh,1,0.001,32,0.504287464271131
[16],tanh,1,0.001,64,0.615761535320539
[16],tanh,1,0.001,128,0.3717844017966517
[16],tanh,1,0.001,256,0.46182115149040426
[16],tanh,1,0.001,512,0.4050632911392405
[16],tanh,1,0.0001,16,0.34748877092690894
[16],tanh,1,0.0001,32,0.3546345447121274
[16],tanh,1,0.0001,64,0.6643527970600245
[16],tanh,1,0.0001,128,0.49285422621478153
[16],tanh,1,0.0001,256,0.37260106165781953
[16],tanh,1,0.0001,512,0.44099632503062475
[16],tanh,10,10.0,16,0.41302572478562677
[16],tanh,10,10.0,32,0.5377705185790118
[16],tanh,10,10.0,64,0.6966108615761535
[16],tanh,10,10.0,128,0.5040832993058392
[16],tanh,10,10.0,256,0.5990200081665986
[16],tanh,10,10.0,512,0.5930992241731319
[16],tanh,10,1.0,16,0.4232339730502246
[16],tanh,10,1.0,32,0.6921192323397305
[16],tanh,10,1.0,64,0.7721518987341772
[16],tanh,10,1.0,128,0.7215189873417721
[16],tanh,10,1.0,256,0.7631686402613311
[16],tanh,10,1.0,512,0.7658227848101266
[16],tanh,10,0.1,16,0.7613311555737036
[16],tanh,10,0.1,32,0.749897917517354
[16],tanh,10,0.1,64,0.7635769701919151
[16],tanh,10,0.1,128,0.7582686810943242
[16],tanh,10,0.1,256,0.7533687219273173
[16],tanh,10,0.1,512,0.7423438138015517
[16],tanh,10,0.01,16,0.7599020008166598
[16],tanh,10,0.01,32,0.7417313189056758
[16],tanh,10,0.01,64,0.7356063699469171
[16],tanh,10,0.01,128,0.7307064107799102
[16],tanh,10,0.01,256,0.7139648836259698
[16],tanh,10,0.01,512,0.6902817476521029
[16],tanh,10,0.001,16,0.7057982850142915
[16],tanh,10,0.001,32,0.6610861576153532
[16],tanh,10,0.001,64,0.671498570845243
[16],tanh,10,0.001,128,0.6004491629236423
[16],tanh,10,0.001,256,0.6071866067782768
[16],tanh,10,0.001,512,0.44936708860759494
[16],tanh,10,0.0001,16,0.5167415271539404
[16],tanh,10,0.0001,32,0.40547162106982443
[16],tanh,10,0.0001,64,0.34197631686402613
[16],tanh,10,0.0001,128,0.3329930583911801
[16],tanh,10,0.0001,256,0.37933850551245407
[16],tanh,10,0.0001,512,0.4595753368721927
[16],tanh,25,10.0,16,0.5447121273989384
[16],tanh,25,10.0,32,0.5126582278481012
[16],tanh,25,10.0,64,0.5106165781951817
[16],tanh,25,10.0,128,0.6394446712944059
[16],tanh,25,10.0,256,0.5949367088607594
[16],tanh,25,10.0,512,0.6864026133115557
[16],tanh,25,1.0,16,0.7096774193548387
[16],tanh,25,1.0,32,0.7727643936300531
[16],tanh,25,1.0,64,0.7829726418946509
[16],tanh,25,1.0,128,0.7486729277256022
[16],tanh,25,1.0,256,0.7707227439771335
[16],tanh,25,1.0,512,0.7811351572070233
[16],tanh,25,0.1,16,0.7805226623111474
[16],tanh,25,0.1,32,0.7746018783176807
[16],tanh,25,0.1,64,0.7819518170681911
[16],tanh,25,0.1,128,0.7623519804001634
[16],tanh,25,0.1,256,0.7619436504695795
[16],tanh,25,0.1,512,0.7525520620661494
[16],tanh,25,0.01,16,0.7664352797060024
[16],tanh,25,0.01,32,0.7607186606778277
[16],tanh,25,0.01,64,0.750306247447938
[16],tanh,25,0.01,128,0.750306247447938
[16],tanh,25,0.01,256,0.7213148223764801
[16],tanh,25,0.01,512,0.6962025316455697
[16],tanh,25,0.001,16,0.7429563086974276
[16],tanh,25,0.001,32,0.7398938342180482
[16],tanh,25,0.001,64,0.6931400571661903
[16],tanh,25,0.001,128,0.6923233973050225
[16],tanh,25,0.001,256,0.5688035933033891
[16],tanh,25,0.001,512,0.5677827684769293
[16],tanh,25,0.0001,16,0.694365046957942
[16],tanh,25,0.0001,32,0.6374030216414863
[16],tanh,25,0.0001,64,0.6102490812576562
[16],tanh,25,0.0001,128,0.3907717435688036
[16],tanh,25,0.0001,256,0.5612494895875868
[16],tanh,25,0.0001,512,0.48917925683952634
[16],tanh,50,10.0,16,0.47305022458146184
[16],tanh,50,10.0,32,0.6280114332380563
[16],tanh,50,10.0,64,0.6555737035524704
[16],tanh,50,10.0,128,0.750306247447938
[16],tanh,50,10.0,256,0.6690485912617394
[16],tanh,50,10.0,512,0.5063291139240507
[16],tanh,50,1.0,16,0.7658227848101266
[16],tanh,50,1.0,32,0.5816659861167823
[16],tanh,50,1.0,64,0.7884850959575337
[16],tanh,50,1.0,128,0.7674561045324623
[16],tanh,50,1.0,256,0.7807268272764394
[16],tanh,50,1.0,512,0.7805226623111474
[16],tanh,50,0.1,16,0.7662311147407105
[16],tanh,50,0.1,32,0.7952225398121683
[16],tanh,50,0.1,64,0.7846059616169865
[16],tanh,50,0.1,128,0.7701102490812577
[16],tanh,50,0.1,256,0.7635769701919151
[16],tanh,50,0.1,512,0.759493670886076
[16],tanh,50,0.01,16,0.7754185381788485
[16],tanh,50,0.01,32,0.7605144957125357
[16],tanh,50,0.01,64,0.7531645569620253
[16],tanh,50,0.01,128,0.7580645161290323
[16],tanh,50,0.01,256,0.7394855042874643
[16],tanh,50,0.01,512,0.7207023274806044
[16],tanh,50,0.001,16,0.754185381788485
[16],tanh,50,0.001,32,0.745406288280931
[16],tanh,50,0.001,64,0.7382605144957125
[16],tanh,50,0.001,128,0.6839526337280523
[16],tanh,50,0.001,256,0.6616986525112291
[16],tanh,50,0.001,512,0.6153532053899551
[16],tanh,50,0.0001,16,0.7115149040424663
[16],tanh,50,0.0001,32,0.666598611678236
[16],tanh,50,0.0001,64,0.6766026949775419
[16],tanh,50,0.0001,128,0.44365046957942017
[16],tanh,50,0.0001,256,0.430583911800735
[16],tanh,50,0.0001,512,0.34095549203756637
[16],tanh,100,10.0,16,0.7153940383830135
[16],tanh,100,10.0,32,0.42588811759902
[16],tanh,100,10.0,64,0.7280522662311147
[16],tanh,100,10.0,128,0.6733360555328706
[16],tanh,100,10.0,256,0.7337688852592895
[16],tanh,100,10.0,512,0.6780318497345855
[16],tanh,100,1.0,16,0.7253981216823193
[16],tanh,100,1.0,32,0.6288280930992242
[16],tanh,100,1.0,64,0.7619436504695795
[16],tanh,100,1.0,128,0.7733768885259289
[16],tanh,100,1.0,256,0.7411188240097999
[16],tanh,100,1.0,512,0.7882809309922417
[16],tanh,100,0.1,16,0.8029808084932626
[16],tanh,100,0.1,32,0.7978766843609637
[16],tanh,100,0.1,64,0.7952225398121683
[16],tanh,100,0.1,128,0.7770518579011841
[16],tanh,100,0.1,256,0.7809309922417313
[16],tanh,100,0.1,512,0.7666394446712944
[16],tanh,100,0.01,16,0.7886892609228257
[16],tanh,100,0.01,32,0.7717435688035933
[16],tanh,100,0.01,64,0.7654144548795426
[16],tanh,100,0.01,128,0.7566353613719886
[16],tanh,100,0.01,256,0.7523478971008575
[16],tanh,100,0.01,512,0.7431604736627194
[16],tanh,100,0.001,16,0.7605144957125357
[16],tanh,100,0.001,32,0.7513270722743978
[16],tanh,100,0.001,64,0.7482645977950184
[16],tanh,100,0.001,128,0.7396896692527563
[16],tanh,100,0.001,256,0.7049816251531237
[16],tanh,100,0.001,512,0.6708860759493671
[16],tanh,100,0.0001,16,0.7282564311964067
[16],tanh,100,0.0001,32,0.7378521845651286
[16],tanh,100,0.0001,64,0.6386280114332381
[16],tanh,100,0.0001,128,0.6957942017149857
[16],tanh,100,0.0001,256,0.38913842384646796
[16],tanh,100,0.0001,512,0.6255614536545528
[16],tanh,250,10.0,16,0.587995100040833
[16],tanh,250,10.0,32,0.7021233156390363
[16],tanh,250,10.0,64,0.7141690485912617
[16],tanh,250,10.0,128,0.5657411188240098
[16],tanh,250,10.0,256,0.592690894242548
[16],tanh,250,10.0,512,0.6651694569211923
[16],tanh,250,1.0,16,0.6537362188648428
[16],tanh,250,1.0,32,0.6786443446304614
[16],tanh,250,1.0,64,0.8021641486320947
[16],tanh,250,1.0,128,0.7942017149857085
[16],tanh,250,1.0,256,0.7370355247039608
[16],tanh,250,1.0,512,0.8129848917925684
[16],tanh,250,0.1,16,0.8040016333197223
[16],tanh,250,0.1,32,0.8042057982850143
[16],tanh,250,0.1,64,0.8109432421396489
[16],tanh,250,0.1,128,0.8046141282155982
[16],tanh,250,0.1,256,0.7974683544303798
[16],tanh,250,0.1,512,0.7801143323805635
[16],tanh,250,0.01,16,0.8023683135973867
[16],tanh,250,0.01,32,0.791547570436913
[16],tanh,250,0.01,64,0.7782768476929359
[16],tanh,250,0.01,128,0.7656186198448346
[16],tanh,250,0.01,256,0.7631686402613311
[16],tanh,250,0.01,512,0.754389546753777
[16],tanh,250,0.001,16,0.7635769701919151
[16],tanh,250,0.001,32,0.7578603511637403
[16],tanh,250,0.001,64,0.7533687219273173
[16],tanh,250,0.001,128,0.7466312780726827
[16],tanh,250,0.001,256,0.7241731318905675
[16],tanh,250,0.001,512,0.7004899959167007
[16],tanh,250,0.0001,16,0.7464271131073907
[16],tanh,250,0.0001,32,0.689873417721519
[16],tanh,250,0.0001,64,0.680685994283381
[16],tanh,250,0.0001,128,0.6782360146998775
[16],tanh,250,0.0001,256,0.6561861984483462
[16],tanh,250,0.0001,512,0.694365046957942
[32],linear,1,10.0,16,0.33483054307880766
[32],linear,1,10.0,32,0.33483054307880766
[32],linear,1,10.0,64,0.33483054307880766
[32],linear,1,10.0,128,0.33483054307880766
[32],linear,1,10.0,256,0.3444262964475296
[32],linear,1,10.0,512,0.342588811759902
[32],linear,1,1.0,16,0.39424254797876684
[32],linear,1,1.0,32,0.6539403838301348
[32],linear,1,1.0,64,0.7147815434871376
[32],linear,1,1.0,128,0.7411188240097999
[32],linear,1,1.0,256,0.7092690894242548
[32],linear,1,1.0,512,0.7380563495304205
[32],linear,1,0.1,16,0.7241731318905675
[32],linear,1,0.1,32,0.7298897509187423
[32],linear,1,0.1,64,0.7525520620661494
[32],linear,1,0.1,128,0.7298897509187423
[32],linear,1,0.1,256,0.7057982850142915
[32],linear,1,0.1,512,0.7033483054307881
[32],linear,1,0.01,16,0.7354022049816251
[32],linear,1,0.01,32,0.7141690485912617
[32],linear,1,0.01,64,0.699060841159657
[32],linear,1,0.01,128,0.6812984891792568
[32],linear,1,0.01,256,0.6175990200081666
[32],linear,1,0.01,512,0.3389138423846468
[32],linear,1,0.001,16,0.6429154757043691
[32],linear,1,0.001,32,0.6500612494895875
[32],linear,1,0.001,64,0.4393630053082891
[32],linear,1,0.001,128,0.44324213964883624
[32],linear,1,0.001,256,0.5498162515312373
[32],linear,1,0.001,512,0.3303389138423847
[32],linear,1,0.0001,16,0.5875867701102491
[32],linear,1,0.0001,32,0.5982033483054308
[32],linear,1,0.0001,64,0.5965700285830952
[32],linear,1,0.0001,128,0.4140465496120866
[32],linear,1,0.0001,256,0.5718660677827685
[32],linear,1,0.0001,512,0.46835443037974683
[32],linear,10,10.0,16,0.33483054307880766
[32],linear,10,10.0,32,0.33483054307880766
[32],linear,10,10.0,64,0.33483054307880766
[32],linear,10,10.0,128,0.33483054307880766
[32],linear,10,10.0,256,0.33483054307880766
[32],linear,10,10.0,512,0.33483054307880766
[32],linear,10,1.0,16,0.6580236831359738
[32],linear,10,1.0,32,0.7396896692527563
[32],linear,10,1.0,64,0.7015108207431605
[32],linear,10,1.0,128,0.6910984075132707
[32],linear,10,1.0,256,0.7388730093915884
[32],linear,10,1.0,512,0.7403021641486321
[32],linear,10,0.1,16,0.7560228664761127
[32],linear,10,0.1,32,0.7439771335238873
[32],linear,10,0.1,64,0.749897917517354
[32],linear,10,0.1,128,0.7482645977950184
[32],linear,10,0.1,256,0.7509187423438138
[32],linear,10,0.1,512,0.7452021233156391
[32],linear,10,0.01,16,0.7488770926908942
[32],linear,10,0.01,32,0.7547978766843609
[32],linear,10,0.01,64,0.7513270722743978
[32],linear,10,0.01,128,0.7233564720293998
[32],linear,10,0.01,256,0.7172315230706411
[32],linear,10,0.01,512,0.6929358922008984
[32],linear,10,0.001,16,0.7368313597386689
[32],linear,10,0.001,32,0.7109024091465904
[32],linear,10,0.001,64,0.7074316047366271
[32],linear,10,0.001,128,0.7168231931400572
[32],linear,10,0.001,256,0.7017149857084525
[32],linear,10,0.001,512,0.6425071457737852
[32],linear,10,0.0001,16,0.6059616169865251
[32],linear,10,0.0001,32,0.5538995508370763
[32],linear,10,0.0001,64,0.5990200081665986
[32],linear,10,0.0001,128,0.6725193956717027
[32],linear,10,0.0001,256,0.5745202123315639
[32],linear,10,0.0001,512,0.3695385871784402
[32],linear,25,10.0,16,0.33483054307880766
[32],linear,25,10.0,32,0.33483054307880766
[32],linear,25,10.0,64,0.33483054307880766
[32],linear,25,10.0,128,0.33483054307880766
[32],linear,25,10.0,256,0.33483054307880766
[32],linear,25,10.0,512,0.33483054307880766
[32],linear,25,1.0,16,0.6753777051857901
[32],linear,25,1.0,32,0.4342588811759902
[32],linear,25,1.0,64,0.7552062066149449
[32],linear,25,1.0,128,0.7480604328297265
[32],linear,25,1.0,256,0.736014699877501
[32],linear,25,1.0,512,0.7462229481420988
[32],linear,25,0.1,16,0.7537770518579012
[32],linear,25,0.1,32,0.7523478971008575
[32],linear,25,0.1,64,0.7539812168231932
[32],linear,25,0.1,128,0.7468354430379747
[32],linear,25,0.1,256,0.7533687219273173
[32],linear,25,0.1,512,0.7505104124132299
[32],linear,25,0.01,16,0.754593711719069
[32],linear,25,0.01,32,0.749897917517354
[32],linear,25,0.01,64,0.7505104124132299
[32],linear,25,0.01,128,0.7439771335238873
[32],linear,25,0.01,256,0.7394855042874643
[32],linear,25,0.01,512,0.7241731318905675
[32],linear,25,0.001,16,0.745406288280931
[32],linear,25,0.001,32,0.7439771335238873
[32],linear,25,0.001,64,0.7272356063699469
[32],linear,25,0.001,128,0.7115149040424663
[32],linear,25,0.001,256,0.6910984075132707
[32],linear,25,0.001,512,0.6490404246631278
[32],linear,25,0.0001,16,0.680073499387505
[32],linear,25,0.0001,32,0.6782360146998775
[32],linear,25,0.0001,64,0.6561861984483462
[32],linear,25,0.0001,128,0.6504695794201715
[32],linear,25,0.0001,256,0.6590445079624336
[32],linear,25,0.0001,512,0.5412413229889751
[32],linear,50,10.0,16,0.33483054307880766
[32],linear,50,10.0,32,0.33483054307880766
[32],linear,50,10.0,64,0.33483054307880766
[32],linear,50,10.0,128,0.33483054307880766
[32],linear,50,10.0,256,0.33483054307880766
[32],linear,50,10.0,512,0.33483054307880766
[32],linear,50,1.0,16,0.7158023683135973
[32],linear,50,1.0,32,0.7270314414046549
[32],linear,50,1.0,64,0.7445896284197632
[32],linear,50,1.0,128,0.7427521437321356
[32],linear,50,1.0,256,0.7374438546345448
[32],linear,50,1.0,512,0.7380563495304205
[32],linear,50,0.1,16,0.7490812576561862
[32],linear,50,0.1,32,0.7560228664761127
[32],linear,50,0.1,64,0.749897917517354
[32],linear,50,0.1,128,0.7509187423438138
[32],linear,50,0.1,256,0.7413229889750919
[32],linear,50,0.1,512,0.7515312372396896
[32],linear,50,0.01,16,0.7527562270314414
[32],linear,50,0.01,32,0.749897917517354
[32],linear,50,0.01,64,0.7521437321355655
[32],linear,50,0.01,128,0.7517354022049816
[32],linear,50,0.01,256,0.7511229073091058
[32],linear,50,0.01,512,0.7433646386280114
[32],linear,50,0.001,16,0.7515312372396896
[32],linear,50,0.001,32,0.7470396080032666
[32],linear,50,0.001,64,0.7376480195998366
[32],linear,50,0.001,128,0.7239689669252756
[32],linear,50,0.001,256,0.6819109840751327
[32],linear,50,0.001,512,0.6831359738668844
[32],linear,50,0.0001,16,0.7147815434871376
[32],linear,50,0.0001,32,0.7090649244589629
[32],linear,50,0.0001,64,0.6682319314005717
[32],linear,50,0.0001,128,0.6271947733768886
[32],linear,50,0.0001,256,0.4273172723560637
[32],linear,50,0.0001,512,0.4160881992650061
[32],linear,100,10.0,16,0.33483054307880766
[32],linear,100,10.0,32,0.33483054307880766
[32],linear,100,10.0,64,0.33483054307880766
[32],linear,100,10.0,128,0.33483054307880766
[32],linear,100,10.0,256,0.33483054307880766
[32],linear,100,10.0,512,0.33483054307880766
[32],linear,100,1.0,16,0.6545528787260106
[32],linear,100,1.0,32,0.7323397305022458
[32],linear,100,1.0,64,0.7441812984891792
[32],linear,100,1.0,128,0.7470396080032666
[32],linear,100,1.0,256,0.7439771335238873
[32],linear,100,1.0,512,0.7419354838709677
[32],linear,100,0.1,16,0.7494895875867701
[32],linear,100,0.1,32,0.7509187423438138
[32],linear,100,0.1,64,0.745406288280931
[32],linear,100,0.1,128,0.7513270722743978
[32],linear,100,0.1,256,0.7515312372396896
[32],linear,100,0.1,512,0.7515312372396896
[32],linear,100,0.01,16,0.7486729277256022
[32],linear,100,0.01,32,0.7507145773785219
[32],linear,100,0.01,64,0.7511229073091058
[32],linear,100,0.01,128,0.7523478971008575
[32],linear,100,0.01,256,0.7517354022049816
[32],linear,100,0.01,512,0.750306247447938
[32],linear,100,0.001,16,0.7519395671702735
[32],linear,100,0.001,32,0.7523478971008575
[32],linear,100,0.001,64,0.749897917517354
[32],linear,100,0.001,128,0.7370355247039608
[32],linear,100,0.001,256,0.7366271947733769
[32],linear,100,0.001,512,0.6976316864026133
[32],linear,100,0.0001,16,0.7258064516129032
[32],linear,100,0.0001,32,0.7057982850142915
[32],linear,100,0.0001,64,0.6692527562270314
[32],linear,100,0.0001,128,0.7127398938342181
[32],linear,100,0.0001,256,0.6106574111882401
[32],linear,100,0.0001,512,0.615761535320539
[32],linear,250,10.0,16,0.33483054307880766
[32],linear,250,10.0,32,0.33483054307880766
[32],linear,250,10.0,64,0.33483054307880766
[32],linear,250,10.0,128,0.33483054307880766
[32],linear,250,10.0,256,0.33483054307880766
[32],linear,250,10.0,512,0.33483054307880766
[32],linear,250,1.0,16,0.5514495712535729
[32],linear,250,1.0,32,0.3274806043282973
[32],linear,250,1.0,64,0.7433646386280114
[32],linear,250,1.0,128,0.750102082482646
[32],linear,250,1.0,256,0.7441812984891792
[32],linear,250,1.0,512,0.7513270722743978
[32],linear,250,0.1,16,0.7484687627603104
[32],linear,250,0.1,32,0.7505104124132299
[32],linear,250,0.1,64,0.7482645977950184
[32],linear,250,0.1,128,0.7515312372396896
[32],linear,250,0.1,256,0.7468354430379747
[32],linear,250,0.1,512,0.7511229073091058
[32],linear,250,0.01,16,0.7517354022049816
[32],linear,250,0.01,32,0.7533687219273173
[32],linear,250,0.01,64,0.7511229073091058
[32],linear,250,0.01,128,0.7509187423438138
[32],linear,250,0.01,256,0.7531645569620253
[32],linear,250,0.01,512,0.7519395671702735
[32],linear,250,0.001,16,0.7531645569620253
[32],linear,250,0.001,32,0.7517354022049816
[32],linear,250,0.001,64,0.7515312372396896
[32],linear,250,0.001,128,0.7513270722743978
[32],linear,250,0.001,256,0.7474479379338506
[32],linear,250,0.001,512,0.7258064516129032
[32],linear,250,0.0001,16,0.7505104124132299
[32],linear,250,0.0001,32,0.7327480604328297
[32],linear,250,0.0001,64,0.7270314414046549
[32],linear,250,0.0001,128,0.6888525928950592
[32],linear,250,0.0001,256,0.6966108615761535
[32],linear,250,0.0001,512,0.6743568803593304
[32],sigmoid,1,10.0,16,0.34463046141282155
[32],sigmoid,1,10.0,32,0.550837076357697
[32],sigmoid,1,10.0,64,0.5104124132298897
[32],sigmoid,1,10.0,128,0.7115149040424663
[32],sigmoid,1,10.0,256,0.6670069416088199
[32],sigmoid,1,10.0,512,0.6651694569211923
[32],sigmoid,1,1.0,16,0.7088607594936709
[32],sigmoid,1,1.0,32,0.6682319314005717
[32],sigmoid,1,1.0,64,0.7447937933850551
[32],sigmoid,1,1.0,128,0.45161290322580644
[32],sigmoid,1,1.0,256,0.7192731727235606
[32],sigmoid,1,1.0,512,0.6651694569211923
[32],sigmoid,1,0.1,16,0.6949775418538179
[32],sigmoid,1,0.1,32,0.7239689669252756
[32],sigmoid,1,0.1,64,0.6676194365046958
[32],sigmoid,1,0.1,128,0.6649652919559004
[32],sigmoid,1,0.1,256,0.6645569620253164
[32],sigmoid,1,0.1,512,0.6651694569211923
[32],sigmoid,1,0.01,16,0.6651694569211923
[32],sigmoid,1,0.01,32,0.6651694569211923
[32],sigmoid,1,0.01,64,0.6651694569211923
[32],sigmoid,1,0.01,128,0.6651694569211923
[32],sigmoid,1,0.01,256,0.6676194365046958
[32],sigmoid,1,0.01,512,0.33360555328705593
[32],sigmoid,1,0.001,16,0.6651694569211923
[32],sigmoid,1,0.001,32,0.6659861167823602
[32],sigmoid,1,0.001,64,0.6651694569211923
[32],sigmoid,1,0.001,128,0.6649652919559004
[32],sigmoid,1,0.001,256,0.6570028583095141
[32],sigmoid,1,0.001,512,0.34973458554512044
[32],sigmoid,1,0.0001,16,0.6651694569211923
[32],sigmoid,1,0.0001,32,0.33483054307880766
[32],sigmoid,1,0.0001,64,0.6651694569211923
