hidden_layers,activation_fn,epochs,learning_rate,batch_size,accuracy
[32],sigmoid,1,0.0001,128,0.37750102082482645
[32],sigmoid,1,0.0001,256,0.4134340547162107
[32],sigmoid,1,0.0001,512,0.6392405063291139
[32],sigmoid,10,10.0,16,0.6780318497345855
[32],sigmoid,10,10.0,32,0.5451204573295223
[32],sigmoid,10,10.0,64,0.6531237239689669
[32],sigmoid,10,10.0,128,0.7070232748060433
[32],sigmoid,10,10.0,256,0.7380563495304205
[32],sigmoid,10,10.0,512,0.6282155982033483
[32],sigmoid,10,1.0,16,0.768068599428338
[32],sigmoid,10,1.0,32,0.7372396896692528
[32],sigmoid,10,1.0,64,0.717435688035933
[32],sigmoid,10,1.0,128,0.4853001224989792
[32],sigmoid,10,1.0,256,0.735810534912209
[32],sigmoid,10,1.0,512,0.7433646386280114
[32],sigmoid,10,0.1,16,0.7507145773785219
[32],sigmoid,10,0.1,32,0.7447937933850551
[32],sigmoid,10,0.1,64,0.7492854226214781
[32],sigmoid,10,0.1,128,0.7460187831768068
[32],sigmoid,10,0.1,256,0.7027358105349122
[32],sigmoid,10,0.1,512,0.6978358513679053
[32],sigmoid,10,0.01,16,0.7368313597386689
[32],sigmoid,10,0.01,32,0.7049816251531237
[32],sigmoid,10,0.01,64,0.6768068599428338
[32],sigmoid,10,0.01,128,0.6655777868517763
[32],sigmoid,10,0.01,256,0.6651694569211923
[32],sigmoid,10,0.01,512,0.6651694569211923
[32],sigmoid,10,0.001,16,0.6651694569211923
[32],sigmoid,10,0.001,32,0.6651694569211923
[32],sigmoid,10,0.001,64,0.6651694569211923
[32],sigmoid,10,0.001,128,0.6651694569211923
[32],sigmoid,10,0.001,256,0.6653736218864843
[32],sigmoid,10,0.001,512,0.6608819926500612
[32],sigmoid,10,0.0001,16,0.6651694569211923
[32],sigmoid,10,0.0001,32,0.6649652919559004
[32],sigmoid,10,0.0001,64,0.6653736218864843
[32],sigmoid,10,0.0001,128,0.6651694569211923
[32],sigmoid,10,0.0001,256,0.5951408738260514
[32],sigmoid,10,0.0001,512,0.6572070232748061
[32],sigmoid,25,10.0,16,0.7296855859534503
[32],sigmoid,25,10.0,32,0.6651694569211923
[32],sigmoid,25,10.0,64,0.7247856267864434
[32],sigmoid,25,10.0,128,0.7523478971008575
[32],sigmoid,25,10.0,256,0.6651694569211923
[32],sigmoid,25,10.0,512,0.6490404246631278
[32],sigmoid,25,1.0,16,0.7721518987341772
[32],sigmoid,25,1.0,32,0.7184565128623928
[32],sigmoid,25,1.0,64,0.745406288280931
[32],sigmoid,25,1.0,128,0.7784810126582279
[32],sigmoid,25,1.0,256,0.7421396488362597
[32],sigmoid,25,1.0,512,0.7376480195998366
[32],sigmoid,25,0.1,16,0.7482645977950184
[32],sigmoid,25,0.1,32,0.7429563086974276
[32],sigmoid,25,0.1,64,0.754593711719069
[32],sigmoid,25,0.1,128,0.7509187423438138
[32],sigmoid,25,0.1,256,0.7423438138015517
[32],sigmoid,25,0.1,512,0.7321355655369539
[32],sigmoid,25,0.01,16,0.7474479379338506
[32],sigmoid,25,0.01,32,0.7400979991833402
[32],sigmoid,25,0.01,64,0.7135565536953858
[32],sigmoid,25,0.01,128,0.6798693344222132
[32],sigmoid,25,0.01,256,0.6727235606369947
[32],sigmoid,25,0.01,512,0.6651694569211923
[32],sigmoid,25,0.001,16,0.6780318497345855
[32],sigmoid,25,0.001,32,0.6676194365046958
[32],sigmoid,25,0.001,64,0.6651694569211923
[32],sigmoid,25,0.001,128,0.6651694569211923
[32],sigmoid,25,0.001,256,0.6651694569211923
[32],sigmoid,25,0.001,512,0.6651694569211923
[32],sigmoid,25,0.0001,16,0.6651694569211923
[32],sigmoid,25,0.0001,32,0.6651694569211923
[32],sigmoid,25,0.0001,64,0.6649652919559004
[32],sigmoid,25,0.0001,128,0.6651694569211923
[32],sigmoid,25,0.0001,256,0.6651694569211923
[32],sigmoid,25,0.0001,512,0.33483054307880766
[32],sigmoid,50,10.0,16,0.46876276031033076
[32],sigmoid,50,10.0,32,0.7333605553287056
[32],sigmoid,50,10.0,64,0.45998366680277664
[32],sigmoid,50,10.0,128,0.7627603103307472
[32],sigmoid,50,10.0,256,0.680073499387505
[32],sigmoid,50,10.0,512,0.6755818701510821
[32],sigmoid,50,1.0,16,0.7958350347080441
[32],sigmoid,50,1.0,32,0.8007349938750511
[32],sigmoid,50,1.0,64,0.7905267456104532
[32],sigmoid,50,1.0,128,0.7790935075541037
[32],sigmoid,50,1.0,256,0.7835851367905268
[32],sigmoid,50,1.0,512,0.7660269497754185
[32],sigmoid,50,0.1,16,0.7829726418946509
[32],sigmoid,50,0.1,32,0.7625561453654552
[32],sigmoid,50,0.1,64,0.7568395263372806
[32],sigmoid,50,0.1,128,0.7507145773785219
[32],sigmoid,50,0.1,256,0.7486729277256022
[32],sigmoid,50,0.1,512,0.7505104124132299
[32],sigmoid,50,0.01,16,0.754389546753777
[32],sigmoid,50,0.01,32,0.7521437321355655
[32],sigmoid,50,0.01,64,0.7386688444262964
[32],sigmoid,50,0.01,128,0.7131482237648019
[32],sigmoid,50,0.01,256,0.6874234381380155
[32],sigmoid,50,0.01,512,0.6649652919559004
[32],sigmoid,50,0.001,16,0.7006941608819927
[32],sigmoid,50,0.001,32,0.666598611678236
[32],sigmoid,50,0.001,64,0.6682319314005717
[32],sigmoid,50,0.001,128,0.6649652919559004
[32],sigmoid,50,0.001,256,0.6651694569211923
[32],sigmoid,50,0.001,512,0.6651694569211923
[32],sigmoid,50,0.0001,16,0.6651694569211923
[32],sigmoid,50,0.0001,32,0.6651694569211923
[32],sigmoid,50,0.0001,64,0.6670069416088199
[32],sigmoid,50,0.0001,128,0.6653736218864843
[32],sigmoid,50,0.0001,256,0.5551245406288281
[32],sigmoid,50,0.0001,512,0.5020416496529195
[32],sigmoid,100,10.0,16,0.4981625153123724
[32],sigmoid,100,10.0,32,0.5810534912209064
[32],sigmoid,100,10.0,64,0.6947733768885259
[32],sigmoid,100,10.0,128,0.6976316864026133
[32],sigmoid,100,10.0,256,0.7933850551245406
[32],sigmoid,100,10.0,512,0.6196406696610861
[32],sigmoid,100,1.0,16,0.8158432013066558
[32],sigmoid,100,1.0,32,0.7884850959575337
[32],sigmoid,100,1.0,64,0.8023683135973867
[32],sigmoid,100,1.0,128,0.7978766843609637
[32],sigmoid,100,1.0,256,0.7764393630053082
[32],sigmoid,100,1.0,512,0.7817476521028991
[32],sigmoid,100,0.1,16,0.7974683544303798
[32],sigmoid,100,0.1,32,0.7650061249489588
[32],sigmoid,100,0.1,64,0.7709269089424254
[32],sigmoid,100,0.1,128,0.7627603103307472
[32],sigmoid,100,0.1,256,0.7531645569620253
[32],sigmoid,100,0.1,512,0.7523478971008575
[32],sigmoid,100,0.01,16,0.7617394855042875
[32],sigmoid,100,0.01,32,0.7531645569620253
[32],sigmoid,100,0.01,64,0.7523478971008575
[32],sigmoid,100,0.01,128,0.7413229889750919
[32],sigmoid,100,0.01,256,0.7245814618211515
[32],sigmoid,100,0.01,512,0.6857901184156798
[32],sigmoid,100,0.001,16,0.7327480604328297
[32],sigmoid,100,0.001,32,0.7066149448754594
[32],sigmoid,100,0.001,64,0.6723152307064107
[32],sigmoid,100,0.001,128,0.6651694569211923
[32],sigmoid,100,0.001,256,0.6651694569211923
[32],sigmoid,100,0.001,512,0.6651694569211923
[32],sigmoid,100,0.0001,16,0.6651694569211923
[32],sigmoid,100,0.0001,32,0.6647611269906084
[32],sigmoid,100,0.0001,64,0.6649652919559004
[32],sigmoid,100,0.0001,128,0.6651694569211923
[32],sigmoid,100,0.0001,256,0.6659861167823602
[32],sigmoid,100,0.0001,512,0.6606778276847693
[32],sigmoid,250,10.0,16,0.6657819518170682
[32],sigmoid,250,10.0,32,0.7245814618211515
[32],sigmoid,250,10.0,64,0.7850142915475704
[32],sigmoid,250,10.0,128,0.6651694569211923
[32],sigmoid,250,10.0,256,0.7313189056757861
[32],sigmoid,250,10.0,512,0.6651694569211923
[32],sigmoid,250,1.0,16,0.8150265414454879
[32],sigmoid,250,1.0,32,0.8236014699877501
[32],sigmoid,250,1.0,64,0.8293180890159249
[32],sigmoid,250,1.0,128,0.8340138832176398
[32],sigmoid,250,1.0,256,0.7995100040832993
[32],sigmoid,250,1.0,512,0.7972641894650878
[32],sigmoid,250,0.1,16,0.8113515720702328
[32],sigmoid,250,0.1,32,0.8052266231114741
[32],sigmoid,250,0.1,64,0.7978766843609637
[32],sigmoid,250,0.1,128,0.7713352388730094
[32],sigmoid,250,0.1,256,0.7609228256431196
[32],sigmoid,250,0.1,512,0.7572478562678644
[32],sigmoid,250,0.01,16,0.7729685585953451
[32],sigmoid,250,0.01,32,0.7609228256431196
[32],sigmoid,250,0.01,64,0.7582686810943242
[32],sigmoid,250,0.01,128,0.7570436913025724
[32],sigmoid,250,0.01,256,0.749693752552062
[32],sigmoid,250,0.01,512,0.731523070641078
[32],sigmoid,250,0.001,16,0.7517354022049816
[32],sigmoid,250,0.001,32,0.7386688444262964
[32],sigmoid,250,0.001,64,0.7233564720293998
[32],sigmoid,250,0.001,128,0.6710902409146591
[32],sigmoid,250,0.001,256,0.6653736218864843
[32],sigmoid,250,0.001,512,0.6651694569211923
[32],sigmoid,250,0.0001,16,0.6706819109840751
[32],sigmoid,250,0.0001,32,0.6645569620253164
[32],sigmoid,250,0.0001,64,0.6651694569211923
[32],sigmoid,250,0.0001,128,0.6651694569211923
[32],sigmoid,250,0.0001,256,0.6680277664352797
[32],sigmoid,250,0.0001,512,0.6651694569211923
[32],relu,1,10.0,16,0.33483054307880766
[32],relu,1,10.0,32,0.33483054307880766
[32],relu,1,10.0,64,0.33483054307880766
[32],relu,1,10.0,128,0.33483054307880766
[32],relu,1,10.0,256,0.36361780318497344
[32],relu,1,10.0,512,0.3623928133932217
[32],relu,1,1.0,16,0.620253164556962
[32],relu,1,1.0,32,0.6651694569211923
[32],relu,1,1.0,64,0.7694977541853818
[32],relu,1,1.0,128,0.7547978766843609
[32],relu,1,1.0,256,0.7243772968558595
[32],relu,1,1.0,512,0.7421396488362597
[32],relu,1,0.1,16,0.7713352388730094
[32],relu,1,0.1,32,0.7562270314414047
[32],relu,1,0.1,64,0.7462229481420988
[32],relu,1,0.1,128,0.7233564720293998
[32],relu,1,0.1,256,0.6837484687627603
[32],relu,1,0.1,512,0.6629236423029808
[32],relu,1,0.01,16,0.7043691302572479
[32],relu,1,0.01,32,0.6819109840751327
[32],relu,1,0.01,64,0.6418946508779093
[32],relu,1,0.01,128,0.6645569620253164
[32],relu,1,0.01,256,0.6104532462229482
[32],relu,1,0.01,512,0.5359330338913842
[32],relu,1,0.001,16,0.6808901592486729
[32],relu,1,0.001,32,0.6406696610861576
[32],relu,1,0.001,64,0.3926092282564312
[32],relu,1,0.001,128,0.5369538587178441
[32],relu,1,0.001,256,0.33911800734993874
[32],relu,1,0.001,512,0.3791343405471621
[32],relu,1,0.0001,16,0.4959167006941609
[32],relu,1,0.0001,32,0.5649244589628419
[32],relu,1,0.0001,64,0.3389138423846468
[32],relu,1,0.0001,128,0.43262556145365455
[32],relu,1,0.0001,256,0.3464679461004492
[32],relu,1,0.0001,512,0.4342588811759902
[32],relu,10,10.0,16,0.33483054307880766
[32],relu,10,10.0,32,0.33483054307880766
[32],relu,10,10.0,64,0.33483054307880766
[32],relu,10,10.0,128,0.33483054307880766
[32],relu,10,10.0,256,0.33483054307880766
[32],relu,10,10.0,512,0.33483054307880766
[32],relu,10,1.0,16,0.749693752552062
[32],relu,10,1.0,32,0.7184565128623928
[32],relu,10,1.0,64,0.7466312780726827
[32],relu,10,1.0,128,0.7645977950183749
[32],relu,10,1.0,256,0.7596978358513679
[32],relu,10,1.0,512,0.7774601878317681
[32],relu,10,0.1,16,0.7615353205389955
[32],relu,10,0.1,32,0.7813393221723153
[32],relu,10,0.1,64,0.7835851367905268
[32],relu,10,0.1,128,0.773172723560637
[32],relu,10,0.1,256,0.7688852592895059
[32],relu,10,0.1,512,0.7531645569620253
[32],relu,10,0.01,16,0.7707227439771335
[32],relu,10,0.01,32,0.7550020416496529
[32],relu,10,0.01,64,0.745406288280931
[32],relu,10,0.01,128,0.708248264597795
[32],relu,10,0.01,256,0.6833401388321764
[32],relu,10,0.01,512,0.6659861167823602
[32],relu,10,0.001,16,0.7053899550837076
[32],relu,10,0.001,32,0.6886484279297672
[32],relu,10,0.001,64,0.6551653736218865
[32],relu,10,0.001,128,0.6580236831359738
[32],relu,10,0.001,256,0.6292364230298081
[32],relu,10,0.001,512,0.4414046549612087
[32],relu,10,0.0001,16,0.6710902409146591
[32],relu,10,0.0001,32,0.6423029808084932
[32],relu,10,0.0001,64,0.3436096365863618
[32],relu,10,0.0001,128,0.6131073907717436
[32],relu,10,0.0001,256,0.33074724377296855
[32],relu,10,0.0001,512,0.6026949775418539
[32],relu,25,10.0,16,0.33483054307880766
[32],relu,25,10.0,32,0.33483054307880766
[32],relu,25,10.0,64,0.33483054307880766
[32],relu,25,10.0,128,0.33483054307880766
[32],relu,25,10.0,256,0.33483054307880766
[32],relu,25,10.0,512,0.33483054307880766
[32],relu,25,1.0,16,0.7227439771335239
[32],relu,25,1.0,32,0.7609228256431196
[32],relu,25,1.0,64,0.7770518579011841
[32],relu,25,1.0,128,0.79644752960392
[32],relu,25,1.0,256,0.7347897100857493
[32],relu,25,1.0,512,0.7935892200898326
[32],relu,25,0.1,16,0.7903225806451613
[32],relu,25,0.1,32,0.7935892200898326
[32],relu,25,0.1,64,0.7884850959575337
[32],relu,25,0.1,128,0.7803184973458555
[32],relu,25,0.1,256,0.7737852184565128
[32],relu,25,0.1,512,0.7627603103307472
[32],relu,25,0.01,16,0.7752143732135566
[32],relu,25,0.01,32,0.7690894242547979
[32],relu,25,0.01,64,0.7648019599836668
[32],relu,25,0.01,128,0.7449979583503471
[32],relu,25,0.01,256,0.726827276439363
[32],relu,25,0.01,512,0.6698652511229073
[32],relu,25,0.001,16,0.740710494079216
[32],relu,25,0.001,32,0.7251939567170274
[32],relu,25,0.001,64,0.6729277256022866
[32],relu,25,0.001,128,0.6698652511229073
[32],relu,25,0.001,256,0.657411188240098
[32],relu,25,0.001,512,0.6351572070232748
[32],relu,25,0.0001,16,0.6639444671294406
[32],relu,25,0.0001,32,0.6547570436913026
[32],relu,25,0.0001,64,0.7053899550837076
[32],relu,25,0.0001,128,0.6033074724377296
[32],relu,25,0.0001,256,0.4985708452429563
[32],relu,25,0.0001,512,0.44283380971825237
[32],relu,50,10.0,16,0.33483054307880766
[32],relu,50,10.0,32,0.33483054307880766
[32],relu,50,10.0,64,0.33483054307880766
[32],relu,50,10.0,128,0.33483054307880766
[32],relu,50,10.0,256,0.33483054307880766
[32],relu,50,10.0,512,0.33483054307880766
[32],relu,50,1.0,16,0.7117190690077583
[32],relu,50,1.0,32,0.6970191915067374
[32],relu,50,1.0,64,0.7976725193956717
[32],relu,50,1.0,128,0.778072682727644
[32],relu,50,1.0,256,0.7813393221723153
[32],relu,50,1.0,512,0.7956308697427521
[32],relu,50,0.1,16,0.7790935075541037
[32],relu,50,0.1,32,0.800939158840343
[32],relu,50,0.1,64,0.7999183340138832
[32],relu,50,0.1,128,0.7909350755410371
[32],relu,50,0.1,256,0.7754185381788485
[32],relu,50,0.1,512,0.7774601878317681
[32],relu,50,0.01,16,0.7846059616169865
[32],relu,50,0.01,32,0.7809309922417313
[32],relu,50,0.01,64,0.7743977133523887
[32],relu,50,0.01,128,0.7652102899142507
[32],relu,50,0.01,256,0.7562270314414047
[32],relu,50,0.01,512,0.7186606778276847
[32],relu,50,0.001,16,0.7566353613719886
[32],relu,50,0.001,32,0.7386688444262964
[32],relu,50,0.001,64,0.7276439363005308
[32],relu,50,0.001,128,0.7000816659861168
[32],relu,50,0.001,256,0.6935483870967742
[32],relu,50,0.001,512,0.6868109432421396
[32],relu,50,0.0001,16,0.6694569211923234
[32],relu,50,0.0001,32,0.6637403021641486
[32],relu,50,0.0001,64,0.6284197631686402
[32],relu,50,0.0001,128,0.6392405063291139
[32],relu,50,0.0001,256,0.6247447937933851
[32],relu,50,0.0001,512,0.6637403021641486
[32],relu,100,10.0,16,0.33483054307880766
[32],relu,100,10.0,32,0.33483054307880766
[32],relu,100,10.0,64,0.33483054307880766
[32],relu,100,10.0,128,0.6682319314005717
[32],relu,100,10.0,256,0.33483054307880766
[32],relu,100,10.0,512,0.33483054307880766
[32],relu,100,1.0,16,0.7409146590445079
[32],relu,100,1.0,32,0.7239689669252756
[32],relu,100,1.0,64,0.8068599428338097
[32],relu,100,1.0,128,0.8107390771743569
[32],relu,100,1.0,256,0.7937933850551245
[32],relu,100,1.0,512,0.7570436913025724
[32],relu,100,0.1,16,0.819314005716619
[32],relu,100,0.1,32,0.7717435688035933
[32],relu,100,0.1,64,0.8050224581461821
[32],relu,100,0.1,128,0.796243364638628
[32],relu,100,0.1,256,0.7872601061657819
[32],relu,100,0.1,512,0.7809309922417313
[32],relu,100,0.01,16,0.7968558595345039
[32],relu,100,0.01,32,0.7848101265822784
[32],relu,100,0.01,64,0.7756227031441405
[32],relu,100,0.01,128,0.7715394038383013
[32],relu,100,0.01,256,0.7645977950183749
[32],relu,100,0.01,512,0.7431604736627194
[32],relu,100,0.001,16,0.7676602694977542
[32],relu,100,0.001,32,0.7625561453654552
[32],relu,100,0.001,64,0.7574520212331564
[32],relu,100,0.001,128,0.7143732135565537
[32],relu,100,0.001,256,0.666394446712944
[32],relu,100,0.001,512,0.6647611269906084
[32],relu,100,0.0001,16,0.7137607186606778
[32],relu,100,0.0001,32,0.6996733360555328
[32],relu,100,0.0001,64,0.6739485504287465
[32],relu,100,0.0001,128,0.6708860759493671
[32],relu,100,0.0001,256,0.5957533687219273
[32],relu,100,0.0001,512,0.652715394038383
[32],relu,250,10.0,16,0.33483054307880766
[32],relu,250,10.0,32,0.33483054307880766
[32],relu,250,10.0,64,0.33483054307880766
[32],relu,250,10.0,128,0.33483054307880766
[32],relu,250,10.0,256,0.33483054307880766
[32],relu,250,10.0,512,0.33483054307880766
[32],relu,250,1.0,16,0.7421396488362597
[32],relu,250,1.0,32,0.7656186198448346
[32],relu,250,1.0,64,0.7880767660269498
[32],relu,250,1.0,128,0.80583911800735
[32],relu,250,1.0,256,0.7660269497754185
[32],relu,250,1.0,512,0.7993058391180073
[32],relu,250,0.1,16,0.8042057982850143
[32],relu,250,0.1,32,0.8158432013066558
[32],relu,250,0.1,64,0.819722335647203
[32],relu,250,0.1,128,0.8303389138423847
[32],relu,250,0.1,256,0.8029808084932626
[32],relu,250,0.1,512,0.791955900367497
[32],relu,250,0.01,16,0.8044099632503062
[32],relu,250,0.01,32,0.7911392405063291
[32],relu,250,0.01,64,0.7876684360963658
[32],relu,250,0.01,128,0.7844017966516945
[32],relu,250,0.01,256,0.7694977541853818
[32],relu,250,0.01,512,0.7654144548795426
[32],relu,250,0.001,16,0.7770518579011841
[32],relu,250,0.001,32,0.7746018783176807
[32],relu,250,0.001,64,0.7686810943242139
[32],relu,250,0.001,128,0.7492854226214781
[32],relu,250,0.001,256,0.717844017966517
[32],relu,250,0.001,512,0.680277664352797
[32],relu,250,0.0001,16,0.7539812168231932
[32],relu,250,0.0001,32,0.6882400979991833
[32],relu,250,0.0001,64,0.6874234381380155
[32],relu,250,0.0001,128,0.6651694569211923
[32],relu,250,0.0001,256,0.6659861167823602
[32],relu,250,0.0001,512,0.4405879951000408
[32],softmax,1,10.0,16,0.6676194365046958
[32],softmax,1,10.0,32,0.5200081665986117
[32],softmax,1,10.0,64,0.6651694569211923
[32],softmax,1,10.0,128,0.6651694569211923
[32],softmax,1,10.0,256,0.33483054307880766
[32],softmax,1,10.0,512,0.6651694569211923
[32],softmax,1,1.0,16,0.7423438138015517
[32],softmax,1,1.0,32,0.6651694569211923
[32],softmax,1,1.0,64,0.6670069416088199
[32],softmax,1,1.0,128,0.6651694569211923
[32],softmax,1,1.0,256,0.6651694569211923
[32],softmax,1,1.0,512,0.6651694569211923
[32],softmax,1,0.1,16,0.6651694569211923
[32],softmax,1,0.1,32,0.6651694569211923
[32],softmax,1,0.1,64,0.6651694569211923
[32],softmax,1,0.1,128,0.6651694569211923
[32],softmax,1,0.1,256,0.6651694569211923
[32],softmax,1,0.1,512,0.6651694569211923
[32],softmax,1,0.01,16,0.6651694569211923
[32],softmax,1,0.01,32,0.6651694569211923
[32],softmax,1,0.01,64,0.6651694569211923
[32],softmax,1,0.01,128,0.3311555737035525
[32],softmax,1,0.01,256,0.6651694569211923
[32],softmax,1,0.01,512,0.6651694569211923
[32],softmax,1,0.001,16,0.6651694569211923
[32],softmax,1,0.001,32,0.6606778276847693
[32],softmax,1,0.001,64,0.6553695385871784
[32],softmax,1,0.001,128,0.3356472029399755
[32],softmax,1,0.001,256,0.6651694569211923
[32],softmax,1,0.001,512,0.6653736218864843
[32],softmax,1,0.0001,16,0.6651694569211923
[32],softmax,1,0.0001,32,0.33483054307880766
[32],softmax,1,0.0001,64,0.6651694569211923
[32],softmax,1,0.0001,128,0.6651694569211923
[32],softmax,1,0.0001,256,0.33483054307880766
[32],softmax,1,0.0001,512,0.38913842384646796
[32],softmax,10,10.0,16,0.7505104124132299
[32],softmax,10,10.0,32,0.7106982441812985
[32],softmax,10,10.0,64,0.7351980400163332
[32],softmax,10,10.0,128,0.5451204573295223
[32],softmax,10,10.0,256,0.7719477337688853
[32],softmax,10,10.0,512,0.7055941200489996
[32],softmax,10,1.0,16,0.7786851776235199
[32],softmax,10,1.0,32,0.7713352388730094
[32],softmax,10,1.0,64,0.7750102082482646
[32],softmax,10,1.0,128,0.7566353613719886
[32],softmax,10,1.0,256,0.7547978766843609
[32],softmax,10,1.0,512,0.6670069416088199
[32],softmax,10,0.1,16,0.7492854226214781
[32],softmax,10,0.1,32,0.72233564720294
[32],softmax,10,0.1,64,0.6668027766435279
[32],softmax,10,0.1,128,0.6651694569211923
