hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[16],softmax,1,0.001,64,0.21798368
[16],softmax,1,0.001,128,0.06157322
[16],softmax,1,0.001,256,0.3441692
[16],softmax,1,0.001,512,0.20140114
[16],softmax,1,0.0001,16,0.2838859
[16],softmax,1,0.0001,32,0.30011648
[16],softmax,1,0.0001,64,0.2177979
[16],softmax,1,0.0001,128,0.5684976
[16],softmax,1,0.0001,256,0.09325468
[16],softmax,1,0.0001,512,0.50899255
[16],softmax,10,10.0,16,
[16],softmax,10,10.0,32,
[16],softmax,10,10.0,64,
[16],softmax,10,10.0,128,
[16],softmax,10,10.0,256,
[16],softmax,10,10.0,512,
[16],softmax,10,1.0,16,
[16],softmax,10,1.0,32,
[16],softmax,10,1.0,64,
[16],softmax,10,1.0,128,
[16],softmax,10,1.0,256,
[16],softmax,10,1.0,512,
[16],softmax,10,0.1,16,0.015268618
[16],softmax,10,0.1,32,0.016409118
[16],softmax,10,0.1,64,0.018213296
[16],softmax,10,0.1,128,0.01816795
[16],softmax,10,0.1,256,0.021073865
[16],softmax,10,0.1,512,0.021365354
[16],softmax,10,0.01,16,0.020702304
[16],softmax,10,0.01,32,0.020179668
[16],softmax,10,0.01,64,0.021063805
[16],softmax,10,0.01,128,0.02141818
[16],softmax,10,0.01,256,0.022876482
[16],softmax,10,0.01,512,0.024697617
[16],softmax,10,0.001,16,0.02385372
[16],softmax,10,0.001,32,0.02095827
[16],softmax,10,0.001,64,0.028215563
[16],softmax,10,0.001,128,0.0419593
[16],softmax,10,0.001,256,0.16593525
[16],softmax,10,0.001,512,0.045982923
[16],softmax,10,0.0001,16,0.043853905
[16],softmax,10,0.0001,32,0.263892
[16],softmax,10,0.0001,64,0.14810708
[16],softmax,10,0.0001,128,0.16599907
[16],softmax,10,0.0001,256,0.19671413
[16],softmax,10,0.0001,512,0.49714756
[16],softmax,25,10.0,16,
[16],softmax,25,10.0,32,
[16],softmax,25,10.0,64,
[16],softmax,25,10.0,128,
[16],softmax,25,10.0,256,
[16],softmax,25,10.0,512,
[16],softmax,25,1.0,16,
[16],softmax,25,1.0,32,
[16],softmax,25,1.0,64,
[16],softmax,25,1.0,128,
[16],softmax,25,1.0,256,
[16],softmax,25,1.0,512,
[16],softmax,25,0.1,16,0.014387421
[16],softmax,25,0.1,32,0.015548817
[16],softmax,25,0.1,64,0.01617679
[16],softmax,25,0.1,128,0.016208947
[16],softmax,25,0.1,256,0.018920353
[16],softmax,25,0.1,512,0.019532792
[16],softmax,25,0.01,16,0.018164266
[16],softmax,25,0.01,32,0.019813703
[16],softmax,25,0.01,64,0.019515662
[16],softmax,25,0.01,128,0.022042025
[16],softmax,25,0.01,256,0.021366982
[16],softmax,25,0.01,512,0.02245024
[16],softmax,25,0.001,16,0.021816274
[16],softmax,25,0.001,32,0.022650795
[16],softmax,25,0.001,64,0.021200221
[16],softmax,25,0.001,128,0.027278285
[16],softmax,25,0.001,256,0.07545367
[16],softmax,25,0.001,512,0.08177202
[16],softmax,25,0.0001,16,0.025972797
[16],softmax,25,0.0001,32,0.09423473
[16],softmax,25,0.0001,64,0.1684408
[16],softmax,25,0.0001,128,0.35788882
[16],softmax,25,0.0001,256,0.07459111
[16],softmax,25,0.0001,512,0.1957083
[16],softmax,50,10.0,16,
[16],softmax,50,10.0,32,
[16],softmax,50,10.0,64,
[16],softmax,50,10.0,128,
[16],softmax,50,10.0,256,
[16],softmax,50,10.0,512,
[16],softmax,50,1.0,16,
[16],softmax,50,1.0,32,
[16],softmax,50,1.0,64,
[16],softmax,50,1.0,128,
[16],softmax,50,1.0,256,
[16],softmax,50,1.0,512,
[16],softmax,50,0.1,16,0.014018834
[16],softmax,50,0.1,32,0.014490401
[16],softmax,50,0.1,64,0.01465531
[16],softmax,50,0.1,128,0.015415131
[16],softmax,50,0.1,256,0.01675014
[16],softmax,50,0.1,512,0.019174777
[16],softmax,50,0.01,16,0.015760748
[16],softmax,50,0.01,32,0.017726865
[16],softmax,50,0.01,64,0.018753085
[16],softmax,50,0.01,128,0.021302495
[16],softmax,50,0.01,256,0.019468924
[16],softmax,50,0.01,512,0.019942863
[16],softmax,50,0.001,16,0.021581171
[16],softmax,50,0.001,32,0.021578563
[16],softmax,50,0.001,64,0.022452971
[16],softmax,50,0.001,128,0.021643301
[16],softmax,50,0.001,256,0.022448875
[16],softmax,50,0.001,512,0.06803873
[16],softmax,50,0.0001,16,0.02503838
[16],softmax,50,0.0001,32,0.030484013
[16],softmax,50,0.0001,64,0.09983087
[16],softmax,50,0.0001,128,0.061152205
[16],softmax,50,0.0001,256,0.37286878
[16],softmax,50,0.0001,512,0.11631274
[16],softmax,100,10.0,16,
[16],softmax,100,10.0,32,
[16],softmax,100,10.0,64,
[16],softmax,100,10.0,128,
[16],softmax,100,10.0,256,
[16],softmax,100,10.0,512,
[16],softmax,100,1.0,16,
[16],softmax,100,1.0,32,
[16],softmax,100,1.0,64,
[16],softmax,100,1.0,128,
[16],softmax,100,1.0,256,
[16],softmax,100,1.0,512,
[16],softmax,100,0.1,16,0.015378389
[16],softmax,100,0.1,32,0.013992339
[16],softmax,100,0.1,64,0.014474824
[16],softmax,100,0.1,128,0.015063155
[16],softmax,100,0.1,256,0.015717756
[16],softmax,100,0.1,512,0.01621333
[16],softmax,100,0.01,16,0.01560254
[16],softmax,100,0.01,32,0.016188478
[16],softmax,100,0.01,64,0.017073471
[16],softmax,100,0.01,128,0.019285891
[16],softmax,100,0.01,256,0.019957371
[16],softmax,100,0.01,512,0.01998214
[16],softmax,100,0.001,16,0.020854345
[16],softmax,100,0.001,32,0.020137735
[16],softmax,100,0.001,64,0.021419872
[16],softmax,100,0.001,128,0.022033213
[16],softmax,100,0.001,256,0.019539127
[16],softmax,100,0.001,512,0.026443968
[16],softmax,100,0.0001,16,0.021377282
[16],softmax,100,0.0001,32,0.021855852
[16],softmax,100,0.0001,64,0.034032527
[16],softmax,100,0.0001,128,0.078289255
[16],softmax,100,0.0001,256,0.056302235
[16],softmax,100,0.0001,512,0.28644893
[16],softmax,250,10.0,16,
[16],softmax,250,10.0,32,
[16],softmax,250,10.0,64,
[16],softmax,250,10.0,128,
[16],softmax,250,10.0,256,
[16],softmax,250,10.0,512,
[16],softmax,250,1.0,16,
[16],softmax,250,1.0,32,
[16],softmax,250,1.0,64,
[16],softmax,250,1.0,128,
[16],softmax,250,1.0,256,
[16],softmax,250,1.0,512,
[16],softmax,250,0.1,16,0.0135711385
[16],softmax,250,0.1,32,0.0133675495
[16],softmax,250,0.1,64,0.013894543
[16],softmax,250,0.1,128,0.014352877
[16],softmax,250,0.1,256,0.0148713095
[16],softmax,250,0.1,512,0.0154987145
[16],softmax,250,0.01,16,0.014278309
[16],softmax,250,0.01,32,0.014861891
[16],softmax,250,0.01,64,0.015671737
[16],softmax,250,0.01,128,0.017428165
[16],softmax,250,0.01,256,0.019555032
[16],softmax,250,0.01,512,0.02084536
[16],softmax,250,0.001,16,0.017814728
[16],softmax,250,0.001,32,0.020210251
[16],softmax,250,0.001,64,0.021382535
[16],softmax,250,0.001,128,0.021965286
[16],softmax,250,0.001,256,0.022542993
[16],softmax,250,0.001,512,0.022108488
[16],softmax,250,0.0001,16,0.020947164
[16],softmax,250,0.0001,32,0.02339563
[16],softmax,250,0.0001,64,0.021561572
[16],softmax,250,0.0001,128,0.028196946
[16],softmax,250,0.0001,256,0.039359048
[16],softmax,250,0.0001,512,0.186414
[16],tanh,1,10.0,16,
[16],tanh,1,10.0,32,
[16],tanh,1,10.0,64,
[16],tanh,1,10.0,128,
[16],tanh,1,10.0,256,
[16],tanh,1,10.0,512,inf
[16],tanh,1,1.0,16,
[16],tanh,1,1.0,32,
[16],tanh,1,1.0,64,
[16],tanh,1,1.0,128,
[16],tanh,1,1.0,256,9.838438e+28
[16],tanh,1,1.0,512,775845440.0
[16],tanh,1,0.1,16,0.018061131
[16],tanh,1,0.1,32,0.016954966
[16],tanh,1,0.1,64,0.017590754
[16],tanh,1,0.1,128,0.018679302
[16],tanh,1,0.1,256,0.0191239
[16],tanh,1,0.1,512,0.022748752
[16],tanh,1,0.01,16,0.019179406
[16],tanh,1,0.01,32,0.020141521
[16],tanh,1,0.01,64,0.037942115
[16],tanh,1,0.01,128,0.0430406
[16],tanh,1,0.01,256,0.1100326
[16],tanh,1,0.01,512,0.23739104
[16],tanh,1,0.001,16,0.077421986
[16],tanh,1,0.001,32,0.09484458
[16],tanh,1,0.001,64,0.3490224
[16],tanh,1,0.001,128,0.1541398
[16],tanh,1,0.001,256,0.33176893
[16],tanh,1,0.001,512,0.42616844
[16],tanh,1,0.0001,16,0.38150635
[16],tanh,1,0.0001,32,0.38127822
[16],tanh,1,0.0001,64,0.59163487
[16],tanh,1,0.0001,128,0.32862198
[16],tanh,1,0.0001,256,0.10412759
[16],tanh,1,0.0001,512,0.82811785
[16],tanh,10,10.0,16,
[16],tanh,10,10.0,32,
[16],tanh,10,10.0,64,
[16],tanh,10,10.0,128,
[16],tanh,10,10.0,256,
[16],tanh,10,10.0,512,
[16],tanh,10,1.0,16,
[16],tanh,10,1.0,32,
[16],tanh,10,1.0,64,
[16],tanh,10,1.0,128,
[16],tanh,10,1.0,256,
[16],tanh,10,1.0,512,
[16],tanh,10,0.1,16,0.015866783
[16],tanh,10,0.1,32,0.019643346
[16],tanh,10,0.1,64,0.015339775
[16],tanh,10,0.1,128,0.015916817
[16],tanh,10,0.1,256,0.016393317
[16],tanh,10,0.1,512,0.016254991
[16],tanh,10,0.01,16,0.015841568
[16],tanh,10,0.01,32,0.016624484
[16],tanh,10,0.01,64,0.01626227
[16],tanh,10,0.01,128,0.016659841
[16],tanh,10,0.01,256,0.02082243
[16],tanh,10,0.01,512,0.024460074
[16],tanh,10,0.001,16,0.017376222
[16],tanh,10,0.001,32,0.02056401
[16],tanh,10,0.001,64,0.02796318
[16],tanh,10,0.001,128,0.06636422
[16],tanh,10,0.001,256,0.18280561
[16],tanh,10,0.001,512,0.17738658
[16],tanh,10,0.0001,16,0.11505531
[16],tanh,10,0.0001,32,0.12173715
[16],tanh,10,0.0001,64,0.37888065
[16],tanh,10,0.0001,128,0.27433413
[16],tanh,10,0.0001,256,0.48808417
[16],tanh,10,0.0001,512,0.0517024
[16],tanh,25,10.0,16,
[16],tanh,25,10.0,32,
[16],tanh,25,10.0,64,
[16],tanh,25,10.0,128,
[16],tanh,25,10.0,256,
[16],tanh,25,10.0,512,
[16],tanh,25,1.0,16,
[16],tanh,25,1.0,32,
[16],tanh,25,1.0,64,
[16],tanh,25,1.0,128,
[16],tanh,25,1.0,256,
[16],tanh,25,1.0,512,
[16],tanh,25,0.1,16,0.014577605
[16],tanh,25,0.1,32,0.016826896
[16],tanh,25,0.1,64,0.015547314
[16],tanh,25,0.1,128,0.015336259
[16],tanh,25,0.1,256,0.015524609
[16],tanh,25,0.1,512,0.015779516
[16],tanh,25,0.01,16,0.015474297
[16],tanh,25,0.01,32,0.015741548
[16],tanh,25,0.01,64,0.015942559
[16],tanh,25,0.01,128,0.01592514
[16],tanh,25,0.01,256,0.017148495
[16],tanh,25,0.01,512,0.019872053
[16],tanh,25,0.001,16,0.016239341
[16],tanh,25,0.001,32,0.017597487
[16],tanh,25,0.001,64,0.022298217
[16],tanh,25,0.001,128,0.031394664
[16],tanh,25,0.001,256,0.04864049
[16],tanh,25,0.001,512,0.061601035
[16],tanh,25,0.0001,16,0.036200803
[16],tanh,25,0.0001,32,0.11198437
[16],tanh,25,0.0001,64,0.07991807
[16],tanh,25,0.0001,128,0.25535214
[16],tanh,25,0.0001,256,0.14061052
[16],tanh,25,0.0001,512,0.2753732
[16],tanh,50,10.0,16,
[16],tanh,50,10.0,32,
[16],tanh,50,10.0,64,
[16],tanh,50,10.0,128,
[16],tanh,50,10.0,256,
[16],tanh,50,10.0,512,
[16],tanh,50,1.0,16,
[16],tanh,50,1.0,32,
[16],tanh,50,1.0,64,
[16],tanh,50,1.0,128,
[16],tanh,50,1.0,256,
[16],tanh,50,1.0,512,
[16],tanh,50,0.1,16,0.018015275
[16],tanh,50,0.1,32,0.014099161
[16],tanh,50,0.1,64,0.014725831
[16],tanh,50,0.1,128,0.014887142
[16],tanh,50,0.1,256,0.015083179
[16],tanh,50,0.1,512,0.015385638
[16],tanh,50,0.01,16,0.014815383
[16],tanh,50,0.01,32,0.015242173
[16],tanh,50,0.01,64,0.01558803
[16],tanh,50,0.01,128,0.016273484
[16],tanh,50,0.01,256,0.016989924
[16],tanh,50,0.01,512,0.0167079
[16],tanh,50,0.001,16,0.01623161
[16],tanh,50,0.001,32,0.016470801
[16],tanh,50,0.001,64,0.01781372
[16],tanh,50,0.001,128,0.019447045
[16],tanh,50,0.001,256,0.023500027
[16],tanh,50,0.001,512,0.044806037
[16],tanh,50,0.0001,16,0.024841914
[16],tanh,50,0.0001,32,0.03839196
[16],tanh,50,0.0001,64,0.053588822
[16],tanh,50,0.0001,128,0.08908695
[16],tanh,50,0.0001,256,0.19017701
[16],tanh,50,0.0001,512,0.14482841
[16],tanh,100,10.0,16,
[16],tanh,100,10.0,32,
[16],tanh,100,10.0,64,
[16],tanh,100,10.0,128,
[16],tanh,100,10.0,256,
[16],tanh,100,10.0,512,
[16],tanh,100,1.0,16,
[16],tanh,100,1.0,32,
[16],tanh,100,1.0,64,
[16],tanh,100,1.0,128,
[16],tanh,100,1.0,256,
[16],tanh,100,1.0,512,
[16],tanh,100,0.1,16,0.013974751
[16],tanh,100,0.1,32,0.013348279
[16],tanh,100,0.1,64,0.013965561
[16],tanh,100,0.1,128,0.014910555
[16],tanh,100,0.1,256,0.014502333
[16],tanh,100,0.1,512,0.0151092475
[16],tanh,100,0.01,16,0.014496271
[16],tanh,100,0.01,32,0.01516533
[16],tanh,100,0.01,64,0.015280948
[16],tanh,100,0.01,128,0.015926465
[16],tanh,100,0.01,256,0.016512198
[16],tanh,100,0.01,512,0.016087197
[16],tanh,100,0.001,16,0.015431979
[16],tanh,100,0.001,32,0.016405666
[16],tanh,100,0.001,64,0.016227013
[16],tanh,100,0.001,128,0.018728593
[16],tanh,100,0.001,256,0.021174163
[16],tanh,100,0.001,512,0.026209833
[16],tanh,100,0.0001,16,0.019662943
[16],tanh,100,0.0001,32,0.022177272
[16],tanh,100,0.0001,64,0.05247318
[16],tanh,100,0.0001,128,0.029647347
[16],tanh,100,0.0001,256,0.14478235
[16],tanh,100,0.0001,512,0.20687434
[16],tanh,250,10.0,16,
[16],tanh,250,10.0,32,
[16],tanh,250,10.0,64,
[16],tanh,250,10.0,128,
[16],tanh,250,10.0,256,
[16],tanh,250,10.0,512,
[16],tanh,250,1.0,16,
[16],tanh,250,1.0,32,
[16],tanh,250,1.0,64,
[16],tanh,250,1.0,128,
[16],tanh,250,1.0,256,
[16],tanh,250,1.0,512,
[16],tanh,250,0.1,16,0.013719555
[16],tanh,250,0.1,32,0.013797428
[16],tanh,250,0.1,64,0.013283373
[16],tanh,250,0.1,128,0.0133297285
[16],tanh,250,0.1,256,0.014013361
[16],tanh,250,0.1,512,0.014465427
[16],tanh,250,0.01,16,0.013603715
[16],tanh,250,0.01,32,0.014185076
[16],tanh,250,0.01,64,0.01465452
[16],tanh,250,0.01,128,0.015084946
[16],tanh,250,0.01,256,0.015701573
[16],tanh,250,0.01,512,0.01590213
[16],tanh,250,0.001,16,0.015351076
[16],tanh,250,0.001,32,0.01572602
[16],tanh,250,0.001,64,0.016230095
[16],tanh,250,0.001,128,0.016617952
[16],tanh,250,0.001,256,0.015884293
[16],tanh,250,0.001,512,0.018558385
[16],tanh,250,0.0001,16,0.016143527
[16],tanh,250,0.0001,32,0.017911468
[16],tanh,250,0.0001,64,0.023651632
[16],tanh,250,0.0001,128,0.033368524
[16],tanh,250,0.0001,256,0.04563784
[16],tanh,250,0.0001,512,0.073474474
[32],linear,1,10.0,16,
[32],linear,1,10.0,32,
[32],linear,1,10.0,64,
[32],linear,1,10.0,128,
[32],linear,1,10.0,256,
[32],linear,1,10.0,512,
[32],linear,1,1.0,16,
[32],linear,1,1.0,32,
[32],linear,1,1.0,64,
[32],linear,1,1.0,128,
[32],linear,1,1.0,256,
[32],linear,1,1.0,512,
[32],linear,1,0.1,16,0.054986868
[32],linear,1,0.1,32,0.01781768
[32],linear,1,0.1,64,0.016258208
[32],linear,1,0.1,128,0.016318057
[32],linear,1,0.1,256,0.019542394
[32],linear,1,0.1,512,0.018290518
[32],linear,1,0.01,16,0.015836103
[32],linear,1,0.01,32,0.017422397
[32],linear,1,0.01,64,0.01989923
[32],linear,1,0.01,128,0.04262778
[32],linear,1,0.01,256,0.06994433
[32],linear,1,0.01,512,0.20136866
[32],linear,1,0.001,16,0.060042307
[32],linear,1,0.001,32,0.16177775
[32],linear,1,0.001,64,0.1161593
[32],linear,1,0.001,128,0.26314357
[32],linear,1,0.001,256,0.25874302
[32],linear,1,0.001,512,0.2310128
[32],linear,1,0.0001,16,0.2399542
[32],linear,1,0.0001,32,0.1280768
[32],linear,1,0.0001,64,0.46005136
[32],linear,1,0.0001,128,0.17904146
[32],linear,1,0.0001,256,0.2733148
[32],linear,1,0.0001,512,0.5175027
[32],linear,10,10.0,16,
[32],linear,10,10.0,32,
[32],linear,10,10.0,64,
[32],linear,10,10.0,128,
[32],linear,10,10.0,256,
[32],linear,10,10.0,512,
[32],linear,10,1.0,16,
[32],linear,10,1.0,32,
[32],linear,10,1.0,64,
[32],linear,10,1.0,128,
[32],linear,10,1.0,256,
[32],linear,10,1.0,512,
[32],linear,10,0.1,16,0.028442321
[32],linear,10,0.1,32,0.015990013
[32],linear,10,0.1,64,0.016241847
[32],linear,10,0.1,128,0.017771825
[32],linear,10,0.1,256,0.016098684
[32],linear,10,0.1,512,0.015926396
[32],linear,10,0.01,16,0.015866255
[32],linear,10,0.01,32,0.015694503
[32],linear,10,0.01,64,0.01569087
[32],linear,10,0.01,128,0.015680982
[32],linear,10,0.01,256,0.016210584
[32],linear,10,0.01,512,0.019872652
[32],linear,10,0.001,16,0.01578644
[32],linear,10,0.001,32,0.017369362
[32],linear,10,0.001,64,0.024374526
[32],linear,10,0.001,128,0.03478886
[32],linear,10,0.001,256,0.13427578
[32],linear,10,0.001,512,0.21746804
[32],linear,10,0.0001,16,0.04916535
[32],linear,10,0.0001,32,0.11279877
[32],linear,10,0.0001,64,0.18164802
[32],linear,10,0.0001,128,0.17377706
[32],linear,10,0.0001,256,0.51615036
[32],linear,10,0.0001,512,0.41977134
[32],linear,25,10.0,16,
[32],linear,25,10.0,32,
[32],linear,25,10.0,64,
[32],linear,25,10.0,128,
[32],linear,25,10.0,256,
[32],linear,25,10.0,512,
[32],linear,25,1.0,16,
[32],linear,25,1.0,32,
[32],linear,25,1.0,64,
[32],linear,25,1.0,128,
[32],linear,25,1.0,256,
[32],linear,25,1.0,512,
[32],linear,25,0.1,16,0.017891012
[32],linear,25,0.1,32,0.029431164
[32],linear,25,0.1,64,0.016180603
[32],linear,25,0.1,128,0.016083123
[32],linear,25,0.1,256,0.015893195
[32],linear,25,0.1,512,0.01569434
[32],linear,25,0.01,16,0.01601555
[32],linear,25,0.01,32,0.015735611
[32],linear,25,0.01,64,0.015827602
[32],linear,25,0.01,128,0.015679726
[32],linear,25,0.01,256,0.015895555
[32],linear,25,0.01,512,0.016702278
[32],linear,25,0.001,16,0.016066428
[32],linear,25,0.001,32,0.015825337
[32],linear,25,0.001,64,0.016633619
[32],linear,25,0.001,128,0.019076811
[32],linear,25,0.001,256,0.024521638
[32],linear,25,0.001,512,0.06891254
[32],linear,25,0.0001,16,0.020693092
[32],linear,25,0.0001,32,0.034927968
[32],linear,25,0.0001,64,0.10363523
[32],linear,25,0.0001,128,0.06498441
[32],linear,25,0.0001,256,0.2670845
[32],linear,25,0.0001,512,0.49285647
[32],linear,50,10.0,16,
[32],linear,50,10.0,32,
[32],linear,50,10.0,64,
[32],linear,50,10.0,128,
[32],linear,50,10.0,256,
[32],linear,50,10.0,512,
[32],linear,50,1.0,16,
[32],linear,50,1.0,32,
[32],linear,50,1.0,64,
[32],linear,50,1.0,128,
[32],linear,50,1.0,256,
[32],linear,50,1.0,512,
[32],linear,50,0.1,16,0.015987543
[32],linear,50,0.1,32,0.01621235
[32],linear,50,0.1,64,0.0164372
[32],linear,50,0.1,128,0.01582566
[32],linear,50,0.1,256,0.016160145
[32],linear,50,0.1,512,0.015931413
[32],linear,50,0.01,16,0.015899885
[32],linear,50,0.01,32,0.015802149
[32],linear,50,0.01,64,0.015651379
[32],linear,50,0.01,128,0.015786724
[32],linear,50,0.01,256,0.015687238
[32],linear,50,0.01,512,0.016074913
[32],linear,50,0.001,16,0.015669122
[32],linear,50,0.001,32,0.015820146
[32],linear,50,0.001,64,0.015761288
[32],linear,50,0.001,128,0.016397323
[32],linear,50,0.001,256,0.017190857
[32],linear,50,0.001,512,0.030663472
[32],linear,50,0.0001,16,0.016069965
[32],linear,50,0.0001,32,0.019311568
[32],linear,50,0.0001,64,0.048634827
[32],linear,50,0.0001,128,0.07687281
[32],linear,50,0.0001,256,0.107466236
[32],linear,50,0.0001,512,0.1411481
[32],linear,100,10.0,16,
[32],linear,100,10.0,32,
[32],linear,100,10.0,64,
[32],linear,100,10.0,128,
[32],linear,100,10.0,256,
[32],linear,100,10.0,512,
[32],linear,100,1.0,16,
[32],linear,100,1.0,32,
[32],linear,100,1.0,64,
[32],linear,100,1.0,128,
[32],linear,100,1.0,256,
[32],linear,100,1.0,512,
[32],linear,100,0.1,16,0.015862305
[32],linear,100,0.1,32,0.015815755
[32],linear,100,0.1,64,0.016098684
[32],linear,100,0.1,128,0.016376141
[32],linear,100,0.1,256,0.015907967
[32],linear,100,0.1,512,0.015678113
[32],linear,100,0.01,16,0.015762337
[32],linear,100,0.01,32,0.015802013
[32],linear,100,0.01,64,0.015653515
[32],linear,100,0.01,128,0.015659764
[32],linear,100,0.01,256,0.01570523
[32],linear,100,0.01,512,0.015882112
[32],linear,100,0.001,16,0.015712013
[32],linear,100,0.001,32,0.015794078
[32],linear,100,0.001,64,0.015648013
[32],linear,100,0.001,128,0.016265545
[32],linear,100,0.001,256,0.01652741
[32],linear,100,0.001,512,0.01832006
[32],linear,100,0.0001,16,0.015768314
[32],linear,100,0.0001,32,0.017013215
[32],linear,100,0.0001,64,0.020992009
[32],linear,100,0.0001,128,0.0523164
[32],linear,100,0.0001,256,0.1262266
[32],linear,100,0.0001,512,0.23711458
[32],linear,250,10.0,16,
[32],linear,250,10.0,32,
[32],linear,250,10.0,64,
[32],linear,250,10.0,128,
[32],linear,250,10.0,256,
[32],linear,250,10.0,512,
[32],linear,250,1.0,16,
[32],linear,250,1.0,32,
[32],linear,250,1.0,64,
[32],linear,250,1.0,128,
[32],linear,250,1.0,256,
[32],linear,250,1.0,512,
[32],linear,250,0.1,16,0.015870325
[32],linear,250,0.1,32,0.01582505
[32],linear,250,0.1,64,0.015865564
[32],linear,250,0.1,128,0.01684353
[32],linear,250,0.1,256,0.01618502
[32],linear,250,0.1,512,0.015653456
[32],linear,250,0.01,16,0.016350387
[32],linear,250,0.01,32,0.015917309
[32],linear,250,0.01,64,0.015725538
[32],linear,250,0.01,128,0.015659228
[32],linear,250,0.01,256,0.015654247
[32],linear,250,0.01,512,0.015653713
[32],linear,250,0.001,16,0.01564516
[32],linear,250,0.001,32,0.015647888
[32],linear,250,0.001,64,0.015663525
[32],linear,250,0.001,128,0.015683874
[32],linear,250,0.001,256,0.015720494
[32],linear,250,0.001,512,0.015983522
[32],linear,250,0.0001,16,0.01568367
[32],linear,250,0.0001,32,0.015901858
[32],linear,250,0.0001,64,0.016729617
[32],linear,250,0.0001,128,0.017793598
[32],linear,250,0.0001,256,0.02904165
[32],linear,250,0.0001,512,0.06659884
[32],sigmoid,1,10.0,16,
[32],sigmoid,1,10.0,32,
[32],sigmoid,1,10.0,64,
[32],sigmoid,1,10.0,128,
[32],sigmoid,1,10.0,256,
[32],sigmoid,1,10.0,512,4.9839105e+28
[32],sigmoid,1,1.0,16,
[32],sigmoid,1,1.0,32,
[32],sigmoid,1,1.0,64,
[32],sigmoid,1,1.0,128,
[32],sigmoid,1,1.0,256,inf
[32],sigmoid,1,1.0,512,38765.758
[32],sigmoid,1,0.1,16,0.060702078
[32],sigmoid,1,0.1,32,0.15400562
[32],sigmoid,1,0.1,64,0.038506173
[32],sigmoid,1,0.1,128,0.019087922
[32],sigmoid,1,0.1,256,0.021751288
[32],sigmoid,1,0.1,512,0.03967949
[32],sigmoid,1,0.01,16,0.02110378
[32],sigmoid,1,0.01,32,0.02071886
[32],sigmoid,1,0.01,64,0.027721982
[32],sigmoid,1,0.01,128,0.03658295
[32],sigmoid,1,0.01,256,0.021662133
[32],sigmoid,1,0.01,512,0.025418093
[32],sigmoid,1,0.001,16,0.02278898
[32],sigmoid,1,0.001,32,0.020510515
[32],sigmoid,1,0.001,64,0.052839678
[32],sigmoid,1,0.001,128,0.029090859
[32],sigmoid,1,0.001,256,0.031947326
[32],sigmoid,1,0.001,512,0.13145714
[32],sigmoid,1,0.0001,16,0.10648915
[32],sigmoid,1,0.0001,32,0.7840842
[32],sigmoid,1,0.0001,64,0.087290615
[32],sigmoid,1,0.0001,128,0.4955553
[32],sigmoid,1,0.0001,256,0.99522305
[32],sigmoid,1,0.0001,512,0.6165504
[32],sigmoid,10,10.0,16,
[32],sigmoid,10,10.0,32,
[32],sigmoid,10,10.0,64,
[32],sigmoid,10,10.0,128,
[32],sigmoid,10,10.0,256,
[32],sigmoid,10,10.0,512,
[32],sigmoid,10,1.0,16,
[32],sigmoid,10,1.0,32,
[32],sigmoid,10,1.0,64,
[32],sigmoid,10,1.0,128,
[32],sigmoid,10,1.0,256,
[32],sigmoid,10,1.0,512,
[32],sigmoid,10,0.1,16,0.01601933
[32],sigmoid,10,0.1,32,0.046948135
[32],sigmoid,10,0.1,64,0.01719273
[32],sigmoid,10,0.1,128,0.017053926
[32],sigmoid,10,0.1,256,0.01610745
[32],sigmoid,10,0.1,512,0.016526448
[32],sigmoid,10,0.01,16,0.01640911
[32],sigmoid,10,0.01,32,0.016249198
[32],sigmoid,10,0.01,64,0.016555496
[32],sigmoid,10,0.01,128,0.019119091
[32],sigmoid,10,0.01,256,0.018815106
[32],sigmoid,10,0.01,512,0.028149322
[32],sigmoid,10,0.001,16,0.022427171
[32],sigmoid,10,0.001,32,0.026462503
[32],sigmoid,10,0.001,64,0.02026472
[32],sigmoid,10,0.001,128,0.027877547
[32],sigmoid,10,0.001,256,0.029388804
[32],sigmoid,10,0.001,512,0.028963774
[32],sigmoid,10,0.0001,16,0.0262886
[32],sigmoid,10,0.0001,32,0.058713976
[32],sigmoid,10,0.0001,64,0.030212514
[32],sigmoid,10,0.0001,128,0.18976879
[32],sigmoid,10,0.0001,256,0.027428897
[32],sigmoid,10,0.0001,512,0.08669998
[32],sigmoid,25,10.0,16,
[32],sigmoid,25,10.0,32,
[32],sigmoid,25,10.0,64,
[32],sigmoid,25,10.0,128,
[32],sigmoid,25,10.0,256,
[32],sigmoid,25,10.0,512,
[32],sigmoid,25,1.0,16,
[32],sigmoid,25,1.0,32,
[32],sigmoid,25,1.0,64,
[32],sigmoid,25,1.0,128,
[32],sigmoid,25,1.0,256,
[32],sigmoid,25,1.0,512,
[32],sigmoid,25,0.1,16,0.05198085
[32],sigmoid,25,0.1,32,0.15291357
[32],sigmoid,25,0.1,64,0.022697516
[32],sigmoid,25,0.1,128,0.018639565
[32],sigmoid,25,0.1,256,0.023183756
[32],sigmoid,25,0.1,512,0.01668599
[32],sigmoid,25,0.01,16,0.015693897
[32],sigmoid,25,0.01,32,0.016664077
[32],sigmoid,25,0.01,64,0.016447658
[32],sigmoid,25,0.01,128,0.016746212
