hidden_layers,activation_fn,epochs,learning_rate,batch_size,mse
[8],sigmoid,50,1.0,32,
[8],sigmoid,50,1.0,64,
[8],sigmoid,50,1.0,128,
[8],sigmoid,50,1.0,256,273.25192
[8],sigmoid,50,1.0,512,35715.92
[8],sigmoid,50,0.1,16,0.015031834
[8],sigmoid,50,0.1,32,0.016286202
[8],sigmoid,50,0.1,64,0.015513989
[8],sigmoid,50,0.1,128,0.015716404
[8],sigmoid,50,0.1,256,0.01593242
[8],sigmoid,50,0.1,512,0.016369382
[8],sigmoid,50,0.01,16,0.015875844
[8],sigmoid,50,0.01,32,0.016068306
[8],sigmoid,50,0.01,64,0.016788896
[8],sigmoid,50,0.01,128,0.019263115
[8],sigmoid,50,0.01,256,0.020122891
[8],sigmoid,50,0.01,512,0.022147974
[8],sigmoid,50,0.001,16,0.018666107
[8],sigmoid,50,0.001,32,0.020818861
[8],sigmoid,50,0.001,64,0.0201632
[8],sigmoid,50,0.001,128,0.026084581
[8],sigmoid,50,0.001,256,0.023273965
[8],sigmoid,50,0.001,512,0.022502888
[8],sigmoid,50,0.0001,16,0.025310138
[8],sigmoid,50,0.0001,32,0.023830684
[8],sigmoid,50,0.0001,64,0.024404518
[8],sigmoid,50,0.0001,128,0.101364784
[8],sigmoid,50,0.0001,256,0.14138025
[8],sigmoid,50,0.0001,512,0.028863741
[8],sigmoid,100,10.0,16,
[8],sigmoid,100,10.0,32,
[8],sigmoid,100,10.0,64,
[8],sigmoid,100,10.0,128,
[8],sigmoid,100,10.0,256,
[8],sigmoid,100,10.0,512,
[8],sigmoid,100,1.0,16,
[8],sigmoid,100,1.0,32,
[8],sigmoid,100,1.0,64,
[8],sigmoid,100,1.0,128,6482.0796
[8],sigmoid,100,1.0,256,456.0295
[8],sigmoid,100,1.0,512,337.02252
[8],sigmoid,100,0.1,16,0.014649889
[8],sigmoid,100,0.1,32,0.01687105
[8],sigmoid,100,0.1,64,0.01567324
[8],sigmoid,100,0.1,128,0.015671683
[8],sigmoid,100,0.1,256,0.015783066
[8],sigmoid,100,0.1,512,0.015750697
[8],sigmoid,100,0.01,16,0.01562505
[8],sigmoid,100,0.01,32,0.016129535
[8],sigmoid,100,0.01,64,0.015748996
[8],sigmoid,100,0.01,128,0.017007416
[8],sigmoid,100,0.01,256,0.01965523
[8],sigmoid,100,0.01,512,0.018877156
[8],sigmoid,100,0.001,16,0.015965788
[8],sigmoid,100,0.001,32,0.019133389
[8],sigmoid,100,0.001,64,0.018504057
[8],sigmoid,100,0.001,128,0.023900189
[8],sigmoid,100,0.001,256,0.021399887
[8],sigmoid,100,0.001,512,0.026813162
[8],sigmoid,100,0.0001,16,0.025059873
[8],sigmoid,100,0.0001,32,0.025309276
[8],sigmoid,100,0.0001,64,0.029378325
[8],sigmoid,100,0.0001,128,0.028918028
[8],sigmoid,100,0.0001,256,0.14187658
[8],sigmoid,100,0.0001,512,0.13613048
[8],sigmoid,250,10.0,16,
[8],sigmoid,250,10.0,32,
[8],sigmoid,250,10.0,64,
[8],sigmoid,250,10.0,128,
[8],sigmoid,250,10.0,256,
[8],sigmoid,250,10.0,512,
[8],sigmoid,250,1.0,16,
[8],sigmoid,250,1.0,32,
[8],sigmoid,250,1.0,64,341.6395
[8],sigmoid,250,1.0,128,
[8],sigmoid,250,1.0,256,
[8],sigmoid,250,1.0,512,1062.4183
[8],sigmoid,250,0.1,16,0.019384038
[8],sigmoid,250,0.1,32,0.014595395
[8],sigmoid,250,0.1,64,0.014715971
[8],sigmoid,250,0.1,128,0.015186099
[8],sigmoid,250,0.1,256,0.01543753
[8],sigmoid,250,0.1,512,0.015661584
[8],sigmoid,250,0.01,16,0.015388785
[8],sigmoid,250,0.01,32,0.015653446
[8],sigmoid,250,0.01,64,0.01565744
[8],sigmoid,250,0.01,128,0.015767433
[8],sigmoid,250,0.01,256,0.01775038
[8],sigmoid,250,0.01,512,0.01753359
[8],sigmoid,250,0.001,16,0.015630573
[8],sigmoid,250,0.001,32,0.016011141
[8],sigmoid,250,0.001,64,0.01665224
[8],sigmoid,250,0.001,128,0.018357368
[8],sigmoid,250,0.001,256,0.018893696
[8],sigmoid,250,0.001,512,0.020126736
[8],sigmoid,250,0.0001,16,0.019935371
[8],sigmoid,250,0.0001,32,0.021478945
[8],sigmoid,250,0.0001,64,0.0214566
[8],sigmoid,250,0.0001,128,0.027287643
[8],sigmoid,250,0.0001,256,0.031737328
[8],sigmoid,250,0.0001,512,0.09700364
[8],relu,1,10.0,16,
[8],relu,1,10.0,32,
[8],relu,1,10.0,64,
[8],relu,1,10.0,128,
[8],relu,1,10.0,256,
[8],relu,1,10.0,512,
[8],relu,1,1.0,16,
[8],relu,1,1.0,32,
[8],relu,1,1.0,64,1.8484316
[8],relu,1,1.0,128,
[8],relu,1,1.0,256,1.9874645
[8],relu,1,1.0,512,
[8],relu,1,0.1,16,0.019429749
[8],relu,1,0.1,32,0.017265536
[8],relu,1,0.1,64,0.023282746
[8],relu,1,0.1,128,0.024760548
[8],relu,1,0.1,256,0.03021487
[8],relu,1,0.1,512,0.045214996
[8],relu,1,0.01,16,0.027174532
[8],relu,1,0.01,32,0.024279242
[8],relu,1,0.01,64,0.053941503
[8],relu,1,0.01,128,0.104492255
[8],relu,1,0.01,256,0.116472885
[8],relu,1,0.01,512,0.13052554
[8],relu,1,0.001,16,0.15877227
[8],relu,1,0.001,32,0.36825353
[8],relu,1,0.001,64,0.07166791
[8],relu,1,0.001,128,0.057148688
[8],relu,1,0.001,256,0.22969964
[8],relu,1,0.001,512,0.09312873
[8],relu,1,0.0001,16,0.25960702
[8],relu,1,0.0001,32,0.2470145
[8],relu,1,0.0001,64,0.092455976
[8],relu,1,0.0001,128,0.2399233
[8],relu,1,0.0001,256,0.2502427
[8],relu,1,0.0001,512,0.549052
[8],relu,10,10.0,16,
[8],relu,10,10.0,32,
[8],relu,10,10.0,64,
[8],relu,10,10.0,128,
[8],relu,10,10.0,256,
[8],relu,10,10.0,512,
[8],relu,10,1.0,16,
[8],relu,10,1.0,32,
[8],relu,10,1.0,64,1.1599743
[8],relu,10,1.0,128,
[8],relu,10,1.0,256,
[8],relu,10,1.0,512,1.5926585
[8],relu,10,0.1,16,0.015112647
[8],relu,10,0.1,32,0.014818205
[8],relu,10,0.1,64,0.015342384
[8],relu,10,0.1,128,0.01579417
[8],relu,10,0.1,256,0.016745549
[8],relu,10,0.1,512,0.018918354
[8],relu,10,0.01,16,0.016039863
[8],relu,10,0.01,32,0.01670722
[8],relu,10,0.01,64,0.020376595
[8],relu,10,0.01,128,0.023291951
[8],relu,10,0.01,256,0.022150803
[8],relu,10,0.01,512,0.051492713
[8],relu,10,0.001,16,0.02708133
[8],relu,10,0.001,32,0.04100186
[8],relu,10,0.001,64,0.0490208
[8],relu,10,0.001,128,0.084957264
[8],relu,10,0.001,256,0.21750024
[8],relu,10,0.001,512,0.26548132
[8],relu,10,0.0001,16,0.06213205
[8],relu,10,0.0001,32,0.1273508
[8],relu,10,0.0001,64,0.08857198
[8],relu,10,0.0001,128,0.20327389
[8],relu,10,0.0001,256,0.28930768
[8],relu,10,0.0001,512,0.17490496
[8],relu,25,10.0,16,
[8],relu,25,10.0,32,
[8],relu,25,10.0,64,
[8],relu,25,10.0,128,
[8],relu,25,10.0,256,
[8],relu,25,10.0,512,
[8],relu,25,1.0,16,
[8],relu,25,1.0,32,
[8],relu,25,1.0,64,
[8],relu,25,1.0,128,1.3095756
[8],relu,25,1.0,256,
[8],relu,25,1.0,512,2.24258
[8],relu,25,0.1,16,0.014001275
[8],relu,25,0.1,32,0.014534604
[8],relu,25,0.1,64,0.014609836
[8],relu,25,0.1,128,0.014855431
[8],relu,25,0.1,256,0.01700973
[8],relu,25,0.1,512,0.017528282
[8],relu,25,0.01,16,0.014685785
[8],relu,25,0.01,32,0.016388102
[8],relu,25,0.01,64,0.016914787
[8],relu,25,0.01,128,0.019149456
[8],relu,25,0.01,256,0.01990697
[8],relu,25,0.01,512,0.025018308
[8],relu,25,0.001,16,0.018248988
[8],relu,25,0.001,32,0.025653778
[8],relu,25,0.001,64,0.022171939
[8],relu,25,0.001,128,0.036049247
[8],relu,25,0.001,256,0.056597684
[8],relu,25,0.001,512,0.19249594
[8],relu,25,0.0001,16,0.039292585
[8],relu,25,0.0001,32,0.07782085
[8],relu,25,0.0001,64,0.04207991
[8],relu,25,0.0001,128,0.3447388
[8],relu,25,0.0001,256,0.13017261
[8],relu,25,0.0001,512,0.12254273
[8],relu,50,10.0,16,
[8],relu,50,10.0,32,
[8],relu,50,10.0,64,
[8],relu,50,10.0,128,
[8],relu,50,10.0,256,
[8],relu,50,10.0,512,
[8],relu,50,1.0,16,
[8],relu,50,1.0,32,
[8],relu,50,1.0,64,24.258783
[8],relu,50,1.0,128,3.9636347
[8],relu,50,1.0,256,
[8],relu,50,1.0,512,
[8],relu,50,0.1,16,0.014385128
[8],relu,50,0.1,32,0.014730264
[8],relu,50,0.1,64,0.013962549
[8],relu,50,0.1,128,0.014518217
[8],relu,50,0.1,256,0.014896323
[8],relu,50,0.1,512,0.01573096
[8],relu,50,0.01,16,0.015418723
[8],relu,50,0.01,32,0.015406925
[8],relu,50,0.01,64,0.016673928
[8],relu,50,0.01,128,0.017003156
[8],relu,50,0.01,256,0.01747861
[8],relu,50,0.01,512,0.020374797
[8],relu,50,0.001,16,0.017297417
[8],relu,50,0.001,32,0.017680466
[8],relu,50,0.001,64,0.02316582
[8],relu,50,0.001,128,0.025630852
[8],relu,50,0.001,256,0.045778193
[8],relu,50,0.001,512,0.06741106
[8],relu,50,0.0001,16,0.033023488
[8],relu,50,0.0001,32,0.05725484
[8],relu,50,0.0001,64,0.091918334
[8],relu,50,0.0001,128,0.1547816
[8],relu,50,0.0001,256,0.29240665
[8],relu,50,0.0001,512,0.458174
[8],relu,100,10.0,16,
[8],relu,100,10.0,32,
[8],relu,100,10.0,64,
[8],relu,100,10.0,128,
[8],relu,100,10.0,256,
[8],relu,100,10.0,512,
[8],relu,100,1.0,16,
[8],relu,100,1.0,32,
[8],relu,100,1.0,64,
[8],relu,100,1.0,128,
[8],relu,100,1.0,256,
[8],relu,100,1.0,512,
[8],relu,100,0.1,16,0.013253174
[8],relu,100,0.1,32,0.017839529
[8],relu,100,0.1,64,0.014059535
[8],relu,100,0.1,128,0.0140375905
[8],relu,100,0.1,256,0.0142086055
[8],relu,100,0.1,512,0.01459229
[8],relu,100,0.01,16,0.014227332
[8],relu,100,0.01,32,0.014686531
[8],relu,100,0.01,64,0.015365532
[8],relu,100,0.01,128,0.017108573
[8],relu,100,0.01,256,0.016654031
[8],relu,100,0.01,512,0.018566404
[8],relu,100,0.001,16,0.015722949
[8],relu,100,0.001,32,0.01592082
[8],relu,100,0.001,64,0.018895598
[8],relu,100,0.001,128,0.02823304
[8],relu,100,0.001,256,0.034510713
[8],relu,100,0.001,512,0.03489775
[8],relu,100,0.0001,16,0.023177262
[8],relu,100,0.0001,32,0.030712802
[8],relu,100,0.0001,64,0.042676006
[8],relu,100,0.0001,128,0.08102661
[8],relu,100,0.0001,256,0.043121543
[8],relu,100,0.0001,512,0.24090669
[8],relu,250,10.0,16,
[8],relu,250,10.0,32,
[8],relu,250,10.0,64,
[8],relu,250,10.0,128,
[8],relu,250,10.0,256,
[8],relu,250,10.0,512,
[8],relu,250,1.0,16,
[8],relu,250,1.0,32,0.18811011
[8],relu,250,1.0,64,
[8],relu,250,1.0,128,3.6938267
[8],relu,250,1.0,256,
[8],relu,250,1.0,512,
[8],relu,250,0.1,16,0.012977854
[8],relu,250,0.1,32,0.01328027
[8],relu,250,0.1,64,0.013569578
[8],relu,250,0.1,128,0.013703631
[8],relu,250,0.1,256,0.014010818
[8],relu,250,0.1,512,0.014640057
[8],relu,250,0.01,16,0.013969663
[8],relu,250,0.01,32,0.014272911
[8],relu,250,0.01,64,0.014254692
[8],relu,250,0.01,128,0.015077409
[8],relu,250,0.01,256,0.015763547
[8],relu,250,0.01,512,0.01632551
[8],relu,250,0.001,16,0.015629813
[8],relu,250,0.001,32,0.01653036
[8],relu,250,0.001,64,0.017171117
[8],relu,250,0.001,128,0.018188328
[8],relu,250,0.001,256,0.01906245
[8],relu,250,0.001,512,0.028652472
[8],relu,250,0.0001,16,0.017406538
[8],relu,250,0.0001,32,0.0256586
[8],relu,250,0.0001,64,0.027322257
[8],relu,250,0.0001,128,0.03345722
[8],relu,250,0.0001,256,0.08875284
[8],relu,250,0.0001,512,0.17629643
[8],softmax,1,10.0,16,
[8],softmax,1,10.0,32,
[8],softmax,1,10.0,64,
[8],softmax,1,10.0,128,
[8],softmax,1,10.0,256,
[8],softmax,1,10.0,512,7.658729e+26
[8],softmax,1,1.0,16,
[8],softmax,1,1.0,32,
[8],softmax,1,1.0,64,inf
[8],softmax,1,1.0,128,5.4754605e+16
[8],softmax,1,1.0,256,35990.152
[8],softmax,1,1.0,512,17.05938
[8],softmax,1,0.1,16,0.019036654
[8],softmax,1,0.1,32,0.023574306
[8],softmax,1,0.1,64,0.020571847
[8],softmax,1,0.1,128,0.022413103
[8],softmax,1,0.1,256,0.026464768
[8],softmax,1,0.1,512,0.028293224
[8],softmax,1,0.01,16,0.020684768
[8],softmax,1,0.01,32,0.021334196
[8],softmax,1,0.01,64,0.044296544
[8],softmax,1,0.01,128,0.05156521
[8],softmax,1,0.01,256,0.19191055
[8],softmax,1,0.01,512,0.19272365
[8],softmax,1,0.001,16,0.07301005
[8],softmax,1,0.001,32,0.30720723
[8],softmax,1,0.001,64,0.1750666
[8],softmax,1,0.001,128,0.07472619
[8],softmax,1,0.001,256,0.5741719
[8],softmax,1,0.001,512,0.070431314
[8],softmax,1,0.0001,16,0.1382244
[8],softmax,1,0.0001,32,0.032217737
[8],softmax,1,0.0001,64,0.46890262
[8],softmax,1,0.0001,128,0.06950453
[8],softmax,1,0.0001,256,0.71140486
[8],softmax,1,0.0001,512,0.023603039
[8],softmax,10,10.0,16,
[8],softmax,10,10.0,32,
[8],softmax,10,10.0,64,
[8],softmax,10,10.0,128,
[8],softmax,10,10.0,256,
[8],softmax,10,10.0,512,
[8],softmax,10,1.0,16,
[8],softmax,10,1.0,32,
[8],softmax,10,1.0,64,
[8],softmax,10,1.0,128,
[8],softmax,10,1.0,256,
[8],softmax,10,1.0,512,
[8],softmax,10,0.1,16,0.0167556
[8],softmax,10,0.1,32,0.016683508
[8],softmax,10,0.1,64,0.016657472
[8],softmax,10,0.1,128,0.018458506
[8],softmax,10,0.1,256,0.020266432
[8],softmax,10,0.1,512,0.019578775
[8],softmax,10,0.01,16,0.01859435
[8],softmax,10,0.01,32,0.018614084
[8],softmax,10,0.01,64,0.023803316
[8],softmax,10,0.01,128,0.020459784
[8],softmax,10,0.01,256,0.02102925
[8],softmax,10,0.01,512,0.023592845
[8],softmax,10,0.001,16,0.02547106
[8],softmax,10,0.001,32,0.022473808
[8],softmax,10,0.001,64,0.02637126
[8],softmax,10,0.001,128,0.035479445
[8],softmax,10,0.001,256,0.043218274
[8],softmax,10,0.001,512,0.12634206
[8],softmax,10,0.0001,16,0.024211533
[8],softmax,10,0.0001,32,0.36669338
[8],softmax,10,0.0001,64,0.15243103
[8],softmax,10,0.0001,128,0.08258575
[8],softmax,10,0.0001,256,0.28432482
[8],softmax,10,0.0001,512,0.044060636
[8],softmax,25,10.0,16,
[8],softmax,25,10.0,32,
[8],softmax,25,10.0,64,
[8],softmax,25,10.0,128,
[8],softmax,25,10.0,256,
[8],softmax,25,10.0,512,
[8],softmax,25,1.0,16,
[8],softmax,25,1.0,32,
[8],softmax,25,1.0,64,
[8],softmax,25,1.0,128,
[8],softmax,25,1.0,256,
[8],softmax,25,1.0,512,
[8],softmax,25,0.1,16,0.014452061
[8],softmax,25,0.1,32,0.015218952
[8],softmax,25,0.1,64,0.015698412
[8],softmax,25,0.1,128,0.015609716
[8],softmax,25,0.1,256,0.016925583
[8],softmax,25,0.1,512,0.019429218
[8],softmax,25,0.01,16,0.01710171
[8],softmax,25,0.01,32,0.018878007
[8],softmax,25,0.01,64,0.020294785
[8],softmax,25,0.01,128,0.019756
[8],softmax,25,0.01,256,0.01970952
[8],softmax,25,0.01,512,0.024214452
[8],softmax,25,0.001,16,0.021865414
[8],softmax,25,0.001,32,0.020521002
[8],softmax,25,0.001,64,0.02641641
[8],softmax,25,0.001,128,0.025817955
[8],softmax,25,0.001,256,0.057279658
[8],softmax,25,0.001,512,0.07828207
[8],softmax,25,0.0001,16,0.043667812
[8],softmax,25,0.0001,32,0.10937293
[8],softmax,25,0.0001,64,0.067634985
[8],softmax,25,0.0001,128,0.26511946
[8],softmax,25,0.0001,256,0.4934099
[8],softmax,25,0.0001,512,0.10234388
[8],softmax,50,10.0,16,
[8],softmax,50,10.0,32,
[8],softmax,50,10.0,64,
[8],softmax,50,10.0,128,
[8],softmax,50,10.0,256,
[8],softmax,50,10.0,512,
[8],softmax,50,1.0,16,
[8],softmax,50,1.0,32,
[8],softmax,50,1.0,64,
[8],softmax,50,1.0,128,
[8],softmax,50,1.0,256,
[8],softmax,50,1.0,512,
[8],softmax,50,0.1,16,0.014381923
[8],softmax,50,0.1,32,0.014291744
[8],softmax,50,0.1,64,0.014735573
[8],softmax,50,0.1,128,0.015620467
[8],softmax,50,0.1,256,0.015596567
[8],softmax,50,0.1,512,0.017394986
[8],softmax,50,0.01,16,0.015979253
[8],softmax,50,0.01,32,0.016949328
[8],softmax,50,0.01,64,0.01742833
[8],softmax,50,0.01,128,0.018578298
[8],softmax,50,0.01,256,0.019418526
[8],softmax,50,0.01,512,0.020196194
[8],softmax,50,0.001,16,0.02071704
[8],softmax,50,0.001,32,0.021163767
[8],softmax,50,0.001,64,0.022260474
[8],softmax,50,0.001,128,0.024182526
[8],softmax,50,0.001,256,0.022677016
[8],softmax,50,0.001,512,0.054660566
[8],softmax,50,0.0001,16,0.02621483
[8],softmax,50,0.0001,32,0.033315957
[8],softmax,50,0.0001,64,0.04024141
[8],softmax,50,0.0001,128,0.0855551
[8],softmax,50,0.0001,256,0.03306762
[8],softmax,50,0.0001,512,0.13985968
[8],softmax,100,10.0,16,
[8],softmax,100,10.0,32,
[8],softmax,100,10.0,64,
[8],softmax,100,10.0,128,
[8],softmax,100,10.0,256,
[8],softmax,100,10.0,512,
[8],softmax,100,1.0,16,
[8],softmax,100,1.0,32,
[8],softmax,100,1.0,64,
[8],softmax,100,1.0,128,
[8],softmax,100,1.0,256,
[8],softmax,100,1.0,512,
[8],softmax,100,0.1,16,0.013738536
[8],softmax,100,0.1,32,0.015011767
[8],softmax,100,0.1,64,0.01424445
[8],softmax,100,0.1,128,0.015036188
[8],softmax,100,0.1,256,0.015468213
[8],softmax,100,0.1,512,0.016494956
[8],softmax,100,0.01,16,0.01470214
[8],softmax,100,0.01,32,0.015593588
[8],softmax,100,0.01,64,0.016818292
[8],softmax,100,0.01,128,0.017881662
[8],softmax,100,0.01,256,0.019134073
[8],softmax,100,0.01,512,0.02201313
[8],softmax,100,0.001,16,0.01729424
[8],softmax,100,0.001,32,0.02112634
[8],softmax,100,0.001,64,0.021731924
[8],softmax,100,0.001,128,0.022510998
[8],softmax,100,0.001,256,0.023029488
[8],softmax,100,0.001,512,0.02563926
[8],softmax,100,0.0001,16,0.020908795
[8],softmax,100,0.0001,32,0.019620223
[8],softmax,100,0.0001,64,0.03628101
[8],softmax,100,0.0001,128,0.066331685
[8],softmax,100,0.0001,256,0.1431032
[8],softmax,100,0.0001,512,0.04744917
[8],softmax,250,10.0,16,
[8],softmax,250,10.0,32,
[8],softmax,250,10.0,64,
[8],softmax,250,10.0,128,
[8],softmax,250,10.0,256,
[8],softmax,250,10.0,512,
[8],softmax,250,1.0,16,
[8],softmax,250,1.0,32,
[8],softmax,250,1.0,64,
[8],softmax,250,1.0,128,
[8],softmax,250,1.0,256,
[8],softmax,250,1.0,512,
[8],softmax,250,0.1,16,0.01340851
[8],softmax,250,0.1,32,0.013757156
[8],softmax,250,0.1,64,0.013747962
[8],softmax,250,0.1,128,0.014071038
[8],softmax,250,0.1,256,0.014831448
[8],softmax,250,0.1,512,0.015209539
[8],softmax,250,0.01,16,0.0143892
[8],softmax,250,0.01,32,0.014718575
[8],softmax,250,0.01,64,0.015025625
[8],softmax,250,0.01,128,0.01665009
[8],softmax,250,0.01,256,0.01632178
[8],softmax,250,0.01,512,0.02017343
[8],softmax,250,0.001,16,0.017646892
[8],softmax,250,0.001,32,0.018338792
[8],softmax,250,0.001,64,0.017653197
[8],softmax,250,0.001,128,0.01969611
[8],softmax,250,0.001,256,0.021453777
[8],softmax,250,0.001,512,0.021837411
[8],softmax,250,0.0001,16,0.023614032
[8],softmax,250,0.0001,32,0.021303287
[8],softmax,250,0.0001,64,0.026249373
[8],softmax,250,0.0001,128,0.027476091
[8],softmax,250,0.0001,256,0.04261351
[8],softmax,250,0.0001,512,0.19091314
[8],tanh,1,10.0,16,
[8],tanh,1,10.0,32,
[8],tanh,1,10.0,64,
[8],tanh,1,10.0,128,
[8],tanh,1,10.0,256,
[8],tanh,1,10.0,512,3.2805073e+31
[8],tanh,1,1.0,16,
[8],tanh,1,1.0,32,
[8],tanh,1,1.0,64,
[8],tanh,1,1.0,128,
[8],tanh,1,1.0,256,5.8540353e+20
[8],tanh,1,1.0,512,515.4989
[8],tanh,1,0.1,16,0.016917804
[8],tanh,1,0.1,32,0.017231887
[8],tanh,1,0.1,64,0.015938127
[8],tanh,1,0.1,128,0.017282026
[8],tanh,1,0.1,256,0.02159833
[8],tanh,1,0.1,512,0.025843875
[8],tanh,1,0.01,16,0.019150335
[8],tanh,1,0.01,32,0.03368452
[8],tanh,1,0.01,64,0.038071487
[8],tanh,1,0.01,128,0.08713478
[8],tanh,1,0.01,256,0.06460177
[8],tanh,1,0.01,512,0.43213615
[8],tanh,1,0.001,16,0.11184763
[8],tanh,1,0.001,32,0.07199734
[8],tanh,1,0.001,64,0.20245658
[8],tanh,1,0.001,128,0.18509078
[8],tanh,1,0.001,256,0.5732067
[8],tanh,1,0.001,512,0.32936648
[8],tanh,1,0.0001,16,0.14863738
[8],tanh,1,0.0001,32,0.6871478
[8],tanh,1,0.0001,64,0.19900478
[8],tanh,1,0.0001,128,0.09585831
[8],tanh,1,0.0001,256,0.4373771
[8],tanh,1,0.0001,512,0.7661433
[8],tanh,10,10.0,16,
[8],tanh,10,10.0,32,
[8],tanh,10,10.0,64,
[8],tanh,10,10.0,128,
[8],tanh,10,10.0,256,
[8],tanh,10,10.0,512,
[8],tanh,10,1.0,16,
[8],tanh,10,1.0,32,
[8],tanh,10,1.0,64,
[8],tanh,10,1.0,128,
[8],tanh,10,1.0,256,
[8],tanh,10,1.0,512,
[8],tanh,10,0.1,16,0.015207134
[8],tanh,10,0.1,32,0.0164732
[8],tanh,10,0.1,64,0.01548597
[8],tanh,10,0.1,128,0.015886929
[8],tanh,10,0.1,256,0.016374035
[8],tanh,10,0.1,512,0.017270546
[8],tanh,10,0.01,16,0.015406034
[8],tanh,10,0.01,32,0.015764432
[8],tanh,10,0.01,64,0.01672476
[8],tanh,10,0.01,128,0.017844388
[8],tanh,10,0.01,256,0.020615695
[8],tanh,10,0.01,512,0.02378364
[8],tanh,10,0.001,16,0.018448299
[8],tanh,10,0.001,32,0.032653354
[8],tanh,10,0.001,64,0.03044525
[8],tanh,10,0.001,128,0.09248122
[8],tanh,10,0.001,256,0.06937268
[8],tanh,10,0.001,512,0.094221406
[8],tanh,10,0.0001,16,0.12533884
[8],tanh,10,0.0001,32,0.22437449
[8],tanh,10,0.0001,64,0.42089924
[8],tanh,10,0.0001,128,0.3843693
[8],tanh,10,0.0001,256,0.3516449
[8],tanh,10,0.0001,512,0.16555311
[8],tanh,25,10.0,16,
[8],tanh,25,10.0,32,
[8],tanh,25,10.0,64,
[8],tanh,25,10.0,128,
[8],tanh,25,10.0,256,
[8],tanh,25,10.0,512,
[8],tanh,25,1.0,16,
[8],tanh,25,1.0,32,
[8],tanh,25,1.0,64,
[8],tanh,25,1.0,128,
[8],tanh,25,1.0,256,
[8],tanh,25,1.0,512,
[8],tanh,25,0.1,16,0.015554371
[8],tanh,25,0.1,32,0.01709245
[8],tanh,25,0.1,64,0.015153302
[8],tanh,25,0.1,128,0.014947978
[8],tanh,25,0.1,256,0.015901603
[8],tanh,25,0.1,512,0.01562437
[8],tanh,25,0.01,16,0.015456783
[8],tanh,25,0.01,32,0.015433929
[8],tanh,25,0.01,64,0.015588407
[8],tanh,25,0.01,128,0.016261095
[8],tanh,25,0.01,256,0.017785467
[8],tanh,25,0.01,512,0.025161639
[8],tanh,25,0.001,16,0.017058372
[8],tanh,25,0.001,32,0.020331161
[8],tanh,25,0.001,64,0.019871037
[8],tanh,25,0.001,128,0.02933025
[8],tanh,25,0.001,256,0.054269176
[8],tanh,25,0.001,512,0.1831152
[8],tanh,25,0.0001,16,0.027509715
[8],tanh,25,0.0001,32,0.10859385
[8],tanh,25,0.0001,64,0.11405173
[8],tanh,25,0.0001,128,0.30843458
[8],tanh,25,0.0001,256,0.41789544
[8],tanh,25,0.0001,512,0.21440795
[8],tanh,50,10.0,16,
[8],tanh,50,10.0,32,
[8],tanh,50,10.0,64,
[8],tanh,50,10.0,128,
[8],tanh,50,10.0,256,
[8],tanh,50,10.0,512,
[8],tanh,50,1.0,16,
[8],tanh,50,1.0,32,
[8],tanh,50,1.0,64,
[8],tanh,50,1.0,128,
[8],tanh,50,1.0,256,
[8],tanh,50,1.0,512,
[8],tanh,50,0.1,16,0.014570871
[8],tanh,50,0.1,32,0.014631391
[8],tanh,50,0.1,64,0.014846181
[8],tanh,50,0.1,128,0.0152822165
[8],tanh,50,0.1,256,0.01553735
[8],tanh,50,0.1,512,0.015776945
[8],tanh,50,0.01,16,0.014968087
[8],tanh,50,0.01,32,0.015110815
[8],tanh,50,0.01,64,0.01615016
[8],tanh,50,0.01,128,0.016780125
[8],tanh,50,0.01,256,0.016371826
[8],tanh,50,0.01,512,0.018141432
[8],tanh,50,0.001,16,0.016403927
[8],tanh,50,0.001,32,0.016646797
[8],tanh,50,0.001,64,0.018664006
[8],tanh,50,0.001,128,0.024202483
[8],tanh,50,0.001,256,0.045696106
[8],tanh,50,0.001,512,0.059954114
[8],tanh,50,0.0001,16,0.01751424
[8],tanh,50,0.0001,32,0.040933587
[8],tanh,50,0.0001,64,0.065030254
[8],tanh,50,0.0001,128,0.10029694
[8],tanh,50,0.0001,256,0.19799712
[8],tanh,50,0.0001,512,0.15664849
[8],tanh,100,10.0,16,
[8],tanh,100,10.0,32,
[8],tanh,100,10.0,64,
[8],tanh,100,10.0,128,
[8],tanh,100,10.0,256,
[8],tanh,100,10.0,512,
[8],tanh,100,1.0,16,
[8],tanh,100,1.0,32,
[8],tanh,100,1.0,64,
[8],tanh,100,1.0,128,
[8],tanh,100,1.0,256,
[8],tanh,100,1.0,512,
[8],tanh,100,0.1,16,0.016406609
[8],tanh,100,0.1,32,0.014612315
[8],tanh,100,0.1,64,0.014502286
[8],tanh,100,0.1,128,0.014723687
[8],tanh,100,0.1,256,0.015099892
[8],tanh,100,0.1,512,0.015508192
[8],tanh,100,0.01,16,0.015000515
[8],tanh,100,0.01,32,0.014931807
[8],tanh,100,0.01,64,0.015406818
[8],tanh,100,0.01,128,0.0154754
[8],tanh,100,0.01,256,0.016153773
[8],tanh,100,0.01,512,0.016515335
[8],tanh,100,0.001,16,0.015458835
[8],tanh,100,0.001,32,0.016136039
[8],tanh,100,0.001,64,0.017831493
[8],tanh,100,0.001,128,0.019887134
[8],tanh,100,0.001,256,0.025895879
[8],tanh,100,0.001,512,0.029389536
[8],tanh,100,0.0001,16,0.018109163
[8],tanh,100,0.0001,32,0.026490591
